target_id,family,function,runtime_address,size,sha256
JPN-AXPJ-v0,jp,UpdateLinkAndCallCallbacks,0x08000348,0x48,2ddbeaa8b168a46ad7c78f4ae45bf06ffb313931ffd7ceee8eca8035f43f42a4
JPN-AXPJ-v0,jp,InitMainCallbacks,0x08000390,0x20,b208d7d476ba1f3d1c0c5acc61c7c74ef73cd54f4e79931eb5029cc4ef861c89
JPN-AXPJ-v0,jp,CallCallbacks,0x080003B0,0x24,f49607caf197247d60d7c5ac5a20de6efce8182d3a51bfd6e10c2ea46590e149
JPN-AXPJ-v0,jp,SetMainCallback2,0x080003D4,0x14,c2bbe3df0fa16cfc5c15b900bf99b8d1b14f477399d06f76d1b6001f7d869975
JPN-AXPJ-v0,jp,SeedRngWithRtc,0x080003E8,0x1C,5d08ad89e2e0aef742fe644edc4120bb85465082f48dfa69093a5b480a6271dd
JPN-AXPJ-v0,jp,InitKeys,0x08000404,0x28,743273f9c42e67e835646a4df8b64b852e7146414e304be55d26ec57da951d9e
JPN-AXPJ-v0,jp,ReadKeys,0x0800042C,0x9C,bd68d7a817da31e43398368196babf2ecf6a5e05a58f616930cfe175daba87c1
JPN-AXPJ-v0,jp,InitIntrHandlers,0x080004C8,0x7C,d042912af53b66dabcdf971bb1c5593b0cc7f5d10541b9705fc6513e53a0f895
JPN-AXPJ-v0,jp,SetVBlankCallback,0x08000544,0xC,40aff174a9af662a520a368289f9cc80b7544a96fdfa53d76a44cd87652ba7b0
JPN-AXPJ-v0,jp,SetHBlankCallback,0x08000550,0xC,ab3b3b2af1d2d0e21d11204e7a99154ed6531e3fe7d5771a32c255912fbfdf08
JPN-AXPJ-v0,jp,SetVCountCallback,0x0800055C,0xC,28b4720b03dedd80fb8c76322c8f348955aeaa765e250e1665bb42d1f252ac57
JPN-AXPJ-v0,jp,SetSerialCallback,0x08000568,0xC,5608200c9330736fd3a9b53b814561bcab1d1ba3d4e0c8c98fceb34f5ceaeaf4
JPN-AXPJ-v0,jp,VBlankIntr,0x08000574,0x7C,5196f97448273bb6366af97840345caded1aa52990a135ad4d9e3d4694e1806e
JPN-AXPJ-v0,jp,InitFlashTimer,0x080005F0,0x14,0309e899bcef31b85fd7f9ca1968b889a956a805599912439beda3f623f92229
JPN-AXPJ-v0,jp,HBlankIntr,0x08000604,0x30,0d85f67745872a355e873bc8bac9747c91466761b2eb292644eabb48211c61f7
JPN-AXPJ-v0,jp,VCountIntr,0x08000634,0x30,1b8d1072f194eebe5ec143247a2b59503c77feccd710d6a7f07631bb51143cbb
JPN-AXPJ-v0,jp,SerialIntr,0x08000664,0x30,468577ac33d118bf069a415f4edc449022b58372531d5bf0da4b42a82075829e
JPN-AXPJ-v0,jp,IntrDummy,0x08000694,0x4,6c1871acd4bd9950e81b2850fac7ddd44f28500d6bba63991c2599234ddbe61c
JPN-AXPJ-v0,jp,WaitForVBlank,0x08000698,0x20,e961b4e7dfa3ffd31e4d0329e3a2ca0cc02f189becbcf533b50b37ee22440bb1
JPN-AXPJ-v0,jp,DoSoftReset,0x080006B8,0x70,6723a522d251e774aeb479d7ace7bebabe20e48ca44a8e703db9df252fc65e32
JPN-AXPJ-v0,jp,ClearPokemonCrySongs,0x08000728,0x24,d42d5042d758ab7be7067d4e41aae7c2020e6352e2972fb4a42c29cfc6a07506
USA-AXPE-v0,axpe,UpdateLinkAndCallCallbacks,0x08000340,0x48,67c16ac70132253924b3e22cb667226d2d38477bd863dafa51a87ffb5cdc3204
USA-AXPE-v0,axpe,InitMainCallbacks,0x08000388,0x20,4a9bbd5981f21b3f4da1fb65fdc7f70845a4113f1e350bc6db6535ca7f682565
USA-AXPE-v0,axpe,CallCallbacks,0x080003A8,0x24,5192eca8e2afe1d5d8d3b524396fce24d8f99ef924692a3a4e7555ebc1f89456
USA-AXPE-v0,axpe,SetMainCallback2,0x080003CC,0x18,8101811141dc7307d4bcdd24d89cb05a85fac12578cba6302bdb679bd3f2a42d
USA-AXPE-v0,axpe,SeedRngWithRtc,0x080003E4,0x1C,95e25567679eecf408becfd672e37537ab586b326ca806b47051d55623ef4fd3
USA-AXPE-v0,axpe,InitKeys,0x08000400,0x28,f1f69b1a7a31696003d809945cbf1da00e62d4f3ea9f32d2005afa5423dbbd31
USA-AXPE-v0,axpe,ReadKeys,0x08000428,0x9C,7e61790cf86df267866e770a6ada4a69b28a703e782121befd8ca87055a94035
USA-AXPE-v0,axpe,InitIntrHandlers,0x080004C4,0x7C,ffca891fc8d4277d2676f7a07006144f8cbe9fb5907378e5b8a57ade6b7827f7
USA-AXPE-v0,axpe,SetVBlankCallback,0x08000540,0xC,f55fc6b6633f16868bd1a6f5d417bc0a2bd724c0b14a4f1355caa91424fe3d2b
USA-AXPE-v0,axpe,SetHBlankCallback,0x0800054C,0xC,713640a4909983a4a23cbb07310806630c69df3ea4e3c3a1332703bfcf22ec07
USA-AXPE-v0,axpe,SetVCountCallback,0x08000558,0xC,6feb89c596a68957591e309ccd2058d22985c34d070a87ab9d01101257c20ffe
USA-AXPE-v0,axpe,SetSerialCallback,0x08000564,0xC,b2a694fe806ac10a213e09c9357fed17e32b6f860a5969f6485596b83cd9d510
USA-AXPE-v0,axpe,VBlankIntr,0x08000570,0x7C,27b97b8c51ca638fb9a7324da4eeef1e4df35384de56bf02fb6a22b1712b2dfc
USA-AXPE-v0,axpe,InitFlashTimer,0x080005EC,0x14,007938657a50843cf3a4c58ab9f3fc9dcbb197ed0bd879293eaf7687e093b26f
USA-AXPE-v0,axpe,HBlankIntr,0x08000600,0x30,f0553249c829d47d026309b26fd54321b4d40811b7c06d96825e7e0c4fd4402a
USA-AXPE-v0,axpe,VCountIntr,0x08000630,0x30,d7d284e967c7cfca231e0c2556af0047488165eec1320964cea25c40fa2f2cca
USA-AXPE-v0,axpe,SerialIntr,0x08000660,0x30,63c77db31099f20b6bbc45a6b21f50fb55eaa0bb57bf167a3ae386e2dd34c3c1
USA-AXPE-v0,axpe,IntrDummy,0x08000690,0x4,6c1871acd4bd9950e81b2850fac7ddd44f28500d6bba63991c2599234ddbe61c
USA-AXPE-v0,axpe,WaitForVBlank,0x08000694,0x20,77f0e08677e8ea70954685ac6cc5549892544f7d1b646da974d12db638dc94d2
USA-AXPE-v0,axpe,DoSoftReset,0x080006B4,0x70,9a872f8944e78550b842073aca68499de1e3edb17d42bf53277ec141c3495be8
USA-AXPE-v0,axpe,ClearPokemonCrySongs,0x08000724,0x24,21faa745b4c06cbf68f0c24e1cce73ed58f79c615baacf4bf6e5d1e0c8b9bd7b
EUR-AXPE-v1,axpe,UpdateLinkAndCallCallbacks,0x08000340,0x48,3fe9da040a096cf85404500aa50487227e89f7fbf72bf8ab73e0305c9192ecca
EUR-AXPE-v1,axpe,InitMainCallbacks,0x08000388,0x20,78500a958da0a5a63072cd8b0b64eda78c27fad2f7b065311361f78856f3340c
EUR-AXPE-v1,axpe,CallCallbacks,0x080003A8,0x24,b9f941d30889925a45a06e8c81b0eb47f4b9f6b0593e66429d1fb9779710acbf
EUR-AXPE-v1,axpe,SetMainCallback2,0x080003CC,0x18,8101811141dc7307d4bcdd24d89cb05a85fac12578cba6302bdb679bd3f2a42d
EUR-AXPE-v1,axpe,SeedRngWithRtc,0x080003E4,0x1C,bd2f058b77fb39bb80cbd6483730fd09a47e3e299f69ba0e1960312a9659010a
EUR-AXPE-v1,axpe,InitKeys,0x08000400,0x28,f1f69b1a7a31696003d809945cbf1da00e62d4f3ea9f32d2005afa5423dbbd31
EUR-AXPE-v1,axpe,ReadKeys,0x08000428,0x9C,7e61790cf86df267866e770a6ada4a69b28a703e782121befd8ca87055a94035
EUR-AXPE-v1,axpe,InitIntrHandlers,0x080004C4,0x7C,abe9cbc4c8236efa73ba2e0b63b7bb7586d4affea61d7ff0375947240774eeaf
EUR-AXPE-v1,axpe,SetVBlankCallback,0x08000540,0xC,f55fc6b6633f16868bd1a6f5d417bc0a2bd724c0b14a4f1355caa91424fe3d2b
EUR-AXPE-v1,axpe,SetHBlankCallback,0x0800054C,0xC,713640a4909983a4a23cbb07310806630c69df3ea4e3c3a1332703bfcf22ec07
EUR-AXPE-v1,axpe,SetVCountCallback,0x08000558,0xC,6feb89c596a68957591e309ccd2058d22985c34d070a87ab9d01101257c20ffe
EUR-AXPE-v1,axpe,SetSerialCallback,0x08000564,0xC,b2a694fe806ac10a213e09c9357fed17e32b6f860a5969f6485596b83cd9d510
EUR-AXPE-v1,axpe,VBlankIntr,0x08000570,0x7C,16a3160d767ad36192c944b17f93b5006bcd95ff208602fc7a3607037a87baee
EUR-AXPE-v1,axpe,InitFlashTimer,0x080005EC,0x14,872595f54c9cffd533bc49766e47fc42ac62e57e5114001cce926dc2c4731fd0
EUR-AXPE-v1,axpe,HBlankIntr,0x08000600,0x30,7ef7d0d2cc330e142b68c7006fdda5e238d56f411ecd817fe592a779d045c934
