bank,offset_hex,size_bytes,sha1,crc32
0,0x000000,16384,46580fdd8f266ac2c99c0f52cec1019e665bc787,8A95892E
1,0x004000,16384,d867e843bb8f83b6bd70bbed0c698b36f4b229a0,6A30746E
2,0x008000,16384,62a4bdc9c4e2ec73e9f211a971224f320b97b8ab,DA310E59
3,0x00C000,16384,53237b5a11f61154cc0be62e871be325cdd04e97,C40C1E47
4,0x010000,16384,b2367580efe8b4989e92cae336b12cdec7566248,9BC5097A
5,0x014000,16384,0e1ad4284adab5bd015bbc078c5995a26109c3ed,40DE22FD
6,0x018000,16384,7e43b51861f80dc7afd4f782a25d5a90ba081e41,74821900
7,0x01C000,16384,7b2557388a9e108b8717a6ab7b7f9c88c2772ce4,10DB3A04
8,0x020000,16384,562adc9641a469ececcce8b7c8428e31ce424bff,EA843DCE
9,0x024000,16384,aee587e19b248c3af866cd1425fc1e602b3827f7,FE4A57C4
10,0x028000,16384,a3c2f809d454a7bb354b9e1496f6a471d89e3a4c,7A0079E3
11,0x02C000,16384,0c05f521e713c461b01bb43b084072ec5987c797,B5C0AF6C
12,0x030000,16384,dcf5777c6f8295847a8ff24f2512aa4376d83152,1053FA0F
13,0x034000,16384,2f5e3730b0c9dbfd279dba30426572bb59be7595,914250D9
14,0x038000,16384,49e6e3cfb58784bd8f18f008da3c383acd0ecfbc,985D6DEF
15,0x03C000,16384,147cfdddae0ede4aab05aeae7fcebd2e26e5ac99,70A4517E
16,0x040000,16384,2dc761e4c55ea0245ee77a87d21ea7137a2541e4,7FEAA804
17,0x044000,16384,0c37b70f4e55e85a648e67c386cd44be667c41e8,A9BF6809
18,0x048000,16384,b39c216d4498a7ad792bff8bff062b8dc47d3284,D7A54386
19,0x04C000,16384,1993ab110a881e8f22eca8f9305477c988729458,19AC93F7
20,0x050000,16384,fd5b1e863c1612687ffdf0f0661449c4ef99fa4d,062E32DA
21,0x054000,16384,e0bb62db34e1aeae7badbcff2f3614913d5ee470,DCCF566E
22,0x058000,16384,f358f5fe7c3cbbada5baa27f3a2e2fc8b875aebc,4B8BD129
23,0x05C000,16384,fb125f682cfbe8c6cc76c081de7c31b0988ac389,BBA6C545
24,0x060000,16384,177aad8f74c6744c859a816cd7478b81c17b5ecd,5839D1A4
25,0x064000,16384,ea283f0e547e70a426b135642d5d2a5030d0b335,BDA450C3
26,0x068000,16384,d287a53b1422ec9afec9943f91ed5963a81afe4f,44D4A547
27,0x06C000,16384,fb5b86f0b3b14a5a61ab8e78a5d489500cd7707d,EE52DBFC
28,0x070000,16384,00381a509e72100613e935ea2c0f95172cf5fa38,70E78C26
29,0x074000,16384,36d884497b649d0cae9ae1b963401d41481136c2,F6CB1773
30,0x078000,16384,34ec88572889a4b372258f83ab55c267110da907,A970F3D1
31,0x07C000,16384,5ec81487f93904cac580539a588bffed16ef177c,E9A459D4
32,0x080000,16384,620a42843373f5577cc7cde11de75da2fa865c4c,BD3F2D95
33,0x084000,16384,06e03994434fe8a41f2d9bdd108bae6e649b4bfa,0FB01ED4
34,0x088000,16384,c6d0c3eef729c44a9e53e62e0e530978758237a1,1C62B6EE
35,0x08C000,16384,75d90edd3da20de841d79b6fba957abc2cf03459,A9BA262B
36,0x090000,16384,aecb55bf648b4fecce1bc3aee994d09bc36fe3cf,3A633703
37,0x094000,16384,968a51e062880967053f626761fc1af4c12df526,580B4910
38,0x098000,16384,e53d1ad125e750db7b80128a5cb66239a5bc6e9e,F298B12A
39,0x09C000,16384,fd65944657f10cfb12b3f315f2ed3e623dafab02,B2BADEFD
40,0x0A0000,16384,7aed3703c8db645faeb1996d01b6921cec207a55,DC5F9DC4
41,0x0A4000,16384,f179837281ddf10babf3da16344119e14954caf7,7E99726E
42,0x0A8000,16384,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,0EB784D9
43,0x0AC000,16384,0b18ffd50dd2d67d531be687004fcd1985fba5ae,2FB4BA4D
44,0x0B0000,16384,4a21de6d345bcf4ff6ed17a019a974c1a70b03e2,0F103695
45,0x0B4000,16384,b031f248d2c4a1128237cfb6724a478414ae6b98,F919B57E
46,0x0B8000,16384,d2cbd4b1108cf698960a0785b87839c862303e43,5A2BA2CA
47,0x0BC000,16384,a6ec63acf3d9b838511124698c49c9ef949c146b,6CE33811
48,0x0C0000,16384,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,771DD961
49,0x0C4000,16384,527f5b3b31a35184bd3a954889740de8e77d2e27,FABC4E6B
50,0x0C8000,16384,b576991a42a81b03437dd41303f4ce71b6a056a1,66E0A3F7
51,0x0CC000,16384,e5d6a994b5fe3aaa7a20ea7d2b94ad9f11c056c8,2808D7C7
52,0x0D0000,16384,b9da0704ec5f549285558c5f8f36e5a260b1e065,4BE9946F
53,0x0D4000,16384,01dabce44c044985ec405deb5a4e3820a4789a1a,7830545E
54,0x0D8000,16384,25067faef95c2d6ba6277296625524bed2a54e28,DE4E7D2D
55,0x0DC000,16384,fd4efbe19c7c2b8f26537b555877b535c64b3dda,87ABF54B
56,0x0E0000,16384,9ef5019700ae5373c641a4a8dbe46e9d0a7dfcad,570761FF
57,0x0E4000,16384,b9b0ca882cb78563ff7e127ad213625e71cdcff5,BAFD343B
58,0x0E8000,16384,cef82990dfa03b3d56b97c2de3f4029cc2ad5cbe,52B7C99E
59,0x0EC000,16384,0817a94053fbd6b83cd3640b2286817814f3346c,48423B9D
60,0x0F0000,16384,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,3352378E
61,0x0F4000,16384,bd5b998ef17a222cf209971ec62df27223e0607f,6F12B5A5
62,0x0F8000,16384,88c21657f9a7d6886ae8adf8167ecb7f72f753ba,AAA9673D
63,0x0FC000,16384,ccef2bbc754dd18e97ac39ce2aad21d5859d054c,C7467F66
