version,move_id,original_name,latest_name,original_display_tiles,latest_display_tiles,display_tile_delta,latest_encoded_bytes,name_buffer_copy_capacity_bytes,buffer_safe_with_terminator,exceeds_shipped_global_max_display_tiles,ui_risk_status
KOREAN_GOLD,1,막치기,막치기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,2,태권당수,태권당수,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,3,연속 뺨치기,연속뺨치기,6,5,-1,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,4,연속펀치,연속펀치,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,5,메가톤펀치,메가톤펀치,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,6,고양이돈받기,고양이돈받기,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,7,불꽃펀치,불꽃펀치,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,8,냉동펀치,냉동펀치,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,9,번개펀치,번개펀치,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,10,할퀴기,할퀴기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,11,찝기,찝기,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,12,가위자르기,가위자르기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,13,칼바람,칼바람,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,14,칼춤,칼춤,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,15,풀베기,풀베기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,16,바람일으키기,바람일으키기,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,17,날개치기,날개치기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,18,날려버리기,날려버리기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,19,공중날기,공중날기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,20,조이기,조이기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,21,힘껏치기,힘껏치기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,22,덩쿨채찍,덩굴채찍,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,23,짓밟기,짓밟기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,24,두번치기,두번차기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,25,메가톤킥,메가톤킥,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,26,점프킥,점프킥,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,27,돌려차기,돌려차기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,28,모래뿌리기,모래뿌리기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,29,박치기,박치기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,30,뿔찌르기,뿔찌르기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,31,마구찌르기,마구찌르기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,32,뿔드릴,뿔드릴,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,33,몸통박치기,몸통박치기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,34,누르기,누르기,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,35,김밥말이,김밥말이,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,36,돌진,돌진,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,37,난동부리기,난동부리기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,38,이판사판태클,이판사판태클,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,39,꼬리흔들기,꼬리흔들기,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,40,독침,독침,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,41,더블니들,더블니들,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,42,바늘미사일,바늘미사일,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,43,째려보기,째려보기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,44,물기,물기,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,45,울음소리,울음소리,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,46,울부짖기,울부짖기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,47,노래하기,노래하기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,48,초음파,초음파,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,49,소닉붐,소닉붐,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,50,사슬묶기,사슬묶기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,51,용해액,용해액,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,52,불꽃세례,불꽃세례,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,53,화염방사,화염방사,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,54,흰안개,흰안개,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,55,물대포,물대포,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,56,하이드로펌프,하이드로펌프,6,6,0,12,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,57,파도타기,파도타기,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,58,냉동빔,냉동빔,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,59,눈보라,눈보라,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,60,환상빔,환상빔,3,3,0,6,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,61,거품광선,거품광선,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,62,오로라 빔,오로라빔,5,4,-1,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,63,파괴광선,파괴광선,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,64,쪼기,쪼기,2,2,0,4,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,65,회전부리,회전부리,4,4,0,8,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,66,지옥의바퀴,지옥의바퀴,5,5,0,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
KOREAN_GOLD,67,잡치기,안다리걸기,3,5,2,10,21,True,False,NO_WORSE_THAN_SHIPPED_GLOBAL_MAX
