release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
EU-IT-HV0,0,0x00,0x000000,0x004000,191e93a3168e084eb929d121240f7599ad6b586251065f7bd09d430e07ef8467,16229,15837,256
EU-IT-HV0,1,0x01,0x004000,0x008000,bfd3b8824005f51c2dd43cb9e93d67fd6c76b7474604c8442dacdc3c137c5855,16300,14897,256
EU-IT-HV0,2,0x02,0x008000,0x00C000,41c520e5a8cb0e184ddb110da60b71b7c48ae30ebdab35e9e9f0451d98ad33d7,16129,15988,254
EU-IT-HV0,3,0x03,0x00C000,0x010000,6f225f6b1f3a1ac87cb24a6bffa85994325b9a865c41723a8200f703ba273bc1,16132,15081,256
EU-IT-HV0,4,0x04,0x010000,0x014000,6b33cc33b73190229ac2104ef0bb69156c03cca556f251012421e0b1f21a5bee,16025,12663,256
EU-IT-HV0,5,0x05,0x014000,0x018000,b87844e82a763e216d137376da8c8e6a1ab77e746713d82f83dd7adb0b84c322,16207,15406,253
EU-IT-HV0,6,0x06,0x018000,0x01C000,e89e7dc59fe2d65c4a29c64a69eba4cd1c0238e7efa1caf565bcf260e8cf0931,16235,9832,256
EU-IT-HV0,7,0x07,0x01C000,0x020000,8b161444c9a7f4c6d26535964bc05bfd6009b5e39ac1eaae9ab11036ce28362e,16168,11268,254
EU-IT-HV0,8,0x08,0x020000,0x024000,b1a98c5a7b122c934525fe3c667d161ec9a68aa02c1fb75d15e229da65610ca5,16099,15914,256
EU-IT-HV0,9,0x09,0x024000,0x028000,9695497d4a64d1f87e4018c1e909e1ded6f4869661ebd1e2355b0156ecba3448,16151,16331,256
EU-IT-HV0,10,0x0A,0x028000,0x02C000,ad9dad40356e40de9de89244a0f5062626d20dc88e09a5528684ace74d30e92f,16129,16114,256
EU-IT-HV0,11,0x0B,0x02C000,0x030000,b547181965bf28b06fa5c0e9cf4cf77a605ea9d38c24b68042aafc73ffe2f5c8,16053,15746,256
EU-IT-HV0,12,0x0C,0x030000,0x034000,21661af9a98937c0afc9159eb15ca963106310c6a8ad8937e467713fbe0bee3c,16104,16261,256
EU-IT-HV0,13,0x0D,0x034000,0x038000,1851847556d3cfbf9853c8184da697b0abf4c39ea3a85abdc6b602fba8700676,15984,15774,256
EU-IT-HV0,14,0x0E,0x038000,0x03C000,18f387119e1c63138daa56e3a739b219a545c3e2186d05b5ce5659c5aa7ece51,16017,13383,254
EU-IT-HV0,15,0x0F,0x03C000,0x040000,edd751a75420fa7648e3c03e965766dc5065fa6317162387f8d9798a8ca3ed23,16333,15094,255
EU-IT-HV0,16,0x10,0x040000,0x044000,66449f7438254ae9f15af7da14a8237893c95bdc9aa1e2a7a6cbfd1007d7d741,15959,8641,256
EU-IT-HV0,17,0x11,0x044000,0x048000,41488b9f5ba592b0a96b66b941af6c79f75b90088f3668ae6275566ddc082aac,16059,12263,256
EU-IT-HV0,18,0x12,0x048000,0x04C000,9d89400aec237350fb911d57e0ce1e203f94fa2a465745549010503a86319566,16182,8938,255
EU-IT-HV0,19,0x13,0x04C000,0x050000,b297f9897e85882786a522c83adcb36c4f4a755afec88260f170599421874362,16056,16266,256
EU-IT-HV0,20,0x14,0x050000,0x054000,8ad2f427501fcec05f93878689d04536f57f3bdae2456fcdc815a26b8d0bbe1d,16221,10686,254
EU-IT-HV0,21,0x15,0x054000,0x058000,0342017067a83b36fa776748e677c07033e68f9231c392f89e1f4b5871a04812,16258,10705,256
EU-IT-HV0,22,0x16,0x058000,0x05C000,ac843f4238772dabcff88ac770df3523d51aa4a9d1227f6ac16378ceb52ae679,16258,9550,256
EU-IT-HV0,23,0x17,0x05C000,0x060000,70b27317d5037d7025a436163a45a372ec081a0dbbbac954f25aa6b110480de8,16199,7774,254
EU-IT-HV0,24,0x18,0x060000,0x064000,9c0df664c683fe73e4da329addfe7f95211c64c6e5454473f748d03e68ef84ac,16200,9352,255
EU-IT-HV0,25,0x19,0x064000,0x068000,7462d9bb4c546255ffd6e44ec0acb749377c7560883cf1c3d4d39e2725efdcd3,14793,14853,255
EU-IT-HV0,26,0x1A,0x068000,0x06C000,65771f9f4f1f5d2187b948e37c1396ce116d5439a6f39059171686d823cd3bd8,15090,15341,256
EU-IT-HV0,27,0x1B,0x06C000,0x070000,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e,14574,14964,255
EU-IT-HV0,28,0x1C,0x070000,0x074000,45b0423500826150d47b4359f18d8797ee75e0fa55303cba67de8f3c6371f970,16037,12998,256
EU-IT-HV0,29,0x1D,0x074000,0x078000,d7d544703dad849d50a9b07f7277230d58e35a23ff5f8210a57be7d54129e18e,16185,10327,256
EU-IT-HV0,30,0x1E,0x078000,0x07C000,383756ad587c87bb0f44efbaa0950de27d294551934830015159c384cb3d3a84,15785,14131,256
EU-IT-HV0,31,0x1F,0x07C000,0x080000,b564851e4545abe3b43818e8af5ee3870f91a6f1552e22cbcfaf86278ce7f6f1,16098,15975,256
EU-IT-HV0,32,0x20,0x080000,0x084000,2c7792f08322445813f08431773d921c32ccbd333375239842fe99d8e446d23e,16378,11555,96
EU-IT-HV0,33,0x21,0x084000,0x088000,6d0c28e7ecfb4263e19c1a56b20d0ffe8581aad0e7aeec22f6e1334c72e3ea2d,16383,11734,86
EU-IT-HV0,34,0x22,0x088000,0x08C000,fabd2ac1d55bf8336eb6e46a4ee12b1575de1b1587a11a2784ced020c9c7b15e,16380,11754,120
EU-IT-HV0,35,0x23,0x08C000,0x090000,4c742ec1c0c656fe6faa0cbaaa568876f883b9f67f76b09246a4cfaa3d227daf,16381,11253,83
EU-IT-HV0,36,0x24,0x090000,0x094000,7af17ff8ec9a8f5db913cbd9ce9e997526981170f687eb8326f7028ac51cfa97,16383,10757,86
EU-IT-HV0,37,0x25,0x094000,0x098000,3712da6263b1c153af5278c396f89d3493949468bf7e35474b699a7390f06fbd,16380,11423,97
EU-IT-HV0,38,0x26,0x098000,0x09C000,4cac8ddb794bf714441157970fb8eb0deef8fb8783217d80a186a95aadad1958,16384,10997,88
EU-IT-HV0,39,0x27,0x09C000,0x0A0000,c85f669411075d2b7eb76b73e3cad2a7c6f510e6af08a4b629e606e2fe7f9439,16382,11099,87
EU-IT-HV0,40,0x28,0x0A0000,0x0A4000,12e3a9000a0da8404f7ffd0849e96e8169d9d5d93da44d36e1a83820bbcb6fa1,16381,10742,96
EU-IT-HV0,41,0x29,0x0A4000,0x0A8000,0a9181038f74123357781f5f7d5351010cc50398ec67ffe9bfedff191992a5d9,16384,11496,91
EU-IT-HV0,42,0x2A,0x0A8000,0x0AC000,084d14bee0e0e176f63eeea45ea81d1612ada57dd43e3e030a917678a3cb624f,16384,737,60
EU-IT-HV0,43,0x2B,0x0AC000,0x0B0000,7dda20a7416728e3bab159ecde1adfe7e87fb04117e4d782b33f87e51b603ee3,16384,13665,75
EU-IT-HV0,44,0x2C,0x0B0000,0x0B4000,27cdaf5e9ac6c6494fbcff9a5a66d51191e44cea0ebb995ce5a85b6ef5614a8a,16384,1644,31
EU-IT-HV0,45,0x2D,0x0B4000,0x0B8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,46,0x2E,0x0B8000,0x0BC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,47,0x2F,0x0BC000,0x0C0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,48,0x30,0x0C0000,0x0C4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,49,0x31,0x0C4000,0x0C8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,50,0x32,0x0C8000,0x0CC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,51,0x33,0x0CC000,0x0D0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,52,0x34,0x0D0000,0x0D4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,53,0x35,0x0D4000,0x0D8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,54,0x36,0x0D8000,0x0DC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,55,0x37,0x0DC000,0x0E0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,56,0x38,0x0E0000,0x0E4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,57,0x39,0x0E4000,0x0E8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,58,0x3A,0x0E8000,0x0EC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,59,0x3B,0x0EC000,0x0F0000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,60,0x3C,0x0F0000,0x0F4000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,61,0x3D,0x0F4000,0x0F8000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,62,0x3E,0x0F8000,0x0FC000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
EU-IT-HV0,63,0x3F,0x0FC000,0x100000,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe,16384,0,1
