file,target_id,game_code,software_version,family,function,file_offset,runtime_address,size,sha256
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,LoadSpriteSheet,0x000023DC,0x080023DC,68,7de22c28204f35aa9a3220335543cd167178757a81259018ec8c8608a572b743
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,LoadSpriteSheets,0x00002420,0x08002420,44,866cfe00e26e4bb203a8f860b2413ef85aa061a02edbf31372872e8b39e2119c
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,AllocTilesForSpriteSheet,0x0000244C,0x0800244C,44,b65d4a00f805c063df42b48cf2111a990aab11312ef8e79059baa1875af4d020
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,AllocTilesForSpriteSheets,0x00002478,0x08002478,44,3183ab35fd9ab682856fcf10d812e3e039bfccd07ce6dcbed71feb3fce44d4e4
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,LoadTilesForSpriteSheet,0x000024A4,0x080024A4,44,0518952baa5092bfbc64dd088834ae0c93d7deb1cc1d2441f971ebeaa2111977
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,LoadTilesForSpriteSheets,0x000024D0,0x080024D0,44,3183ab35fd9ab682856fcf10d812e3e039bfccd07ce6dcbed71feb3fce44d4e4
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,FreeSpriteTilesByTag,0x000024FC,0x080024FC,120,8ab9dc93c8cdbcc1a33ae81dc2f4c3c481c72173d5e400e56fb207b51eeeb118
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,FreeSpriteTileRanges,0x00002574,0x08002574,64,50140b8f146dedb2bb52b6200c9ef924e78397a3ad85b945d153df2d20c310dc
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,GetSpriteTileStartByTag,0x000025B4,0x080025B4,44,f8c69a43b842b80ba4cbb56a1fdc2c461467cac4f29ecf1e534145da933ba9c2
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,IndexOfSpriteTileTag,0x000025E0,0x080025E0,44,f0a7987e830eb803f35b0fc0287c0a51baa3c702d4b816e2e5f52ea311977aff
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,GetSpriteTileTagByTileStart,0x0000260C,0x0800260C,76,d524558da72bbeb1a4aa6c886dd3ed120e007757d3cd20abcc7b4a72ba8dcb82
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,AllocSpriteTileRange,0x00002658,0x08002658,72,26b74ff28ae35d59c219a58b02c02e9c171c19ddf170a7a8e566ceab934cec2b
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,RequestSpriteSheetCopy,0x000026A0,0x080026A0,40,bdeddaae006692a00b8ba839e34b1e02f3f1482bc3561276c028ecd5264a27da
Pokemon - Saphir-Edition (Germany) (Rev 1).gba,DEU-AXPD-v1,AXPD,1,extended_european,LoadSpriteSheetDeferred,0x000026C8,0x080026C8,52,5d5e1bc65a836eadd34b03cabba6d573971df9563ab13479685f4b26f2ee0965
