file_id,path,archive_size,member_count,sha1,status
421,resource/kor/b_plist/b_plist_gra.narc,74408,28,036b81fe61c6347100c73b2c23d28da5abc7626c,confirmed-korean-localization-resource
422,resource/kor/b_plist/pl_b_plist_gra.narc,74408,28,036b81fe61c6347100c73b2c23d28da5abc7626c,confirmed-korean-localization-resource
423,resource/kor/bag/bag_gra.narc,105588,39,8cbe14ba881676d4f21312f1ed506b9bbc6dd9be,confirmed-korean-localization-resource
424,resource/kor/bag/pl_bag_gra.narc,105588,39,bae1a548679c0e65afeca01c86e87187b3f91df4,confirmed-korean-localization-resource
425,resource/kor/batt_rec/batt_rec_gra.narc,596912,234,df5c490df755d9cfc680e07b2ee982cc537545d8,confirmed-korean-localization-resource
426,resource/kor/battle_graphic/batt_obj.narc,131652,279,175d0bda9a084621b35b479f05461609bc8675a7,confirmed-korean-localization-resource
427,resource/kor/battle_graphic/pl_batt_obj.narc,169088,343,ff03388b1df691091aa5ce46c30d7e642cee29cc,confirmed-korean-localization-resource
428,resource/kor/box/box.narc,150180,145,0103178f2cd9cb9b1f494b3f2040af3bb68debff,confirmed-korean-localization-resource
429,resource/kor/contest_graphic/contest_bg.narc,80808,41,ee8dfa6ff90fd0ec145b80d9712ef455fa21d0ec,confirmed-korean-localization-resource
430,resource/kor/contest_graphic/contest_obj.narc,25284,103,3ae5056107ce793528ea86b9c72b0c04bc962da8,confirmed-korean-localization-resource
431,resource/kor/dress_up_graphic/imageclip.narc,255536,236,24760aae84c838f66389e1de92bc1b1579f5d953,confirmed-korean-localization-resource
432,resource/kor/frontier_graphic/frontier_bg.narc,829908,173,6be171e5d73a8ce4f6e262e6be0dd47c9bb95e41,confirmed-korean-localization-resource
433,resource/kor/frontier_graphic/frontier_obj.narc,42912,45,8da7c7124dc267e37a556c7f7f5f56b15cd2e1fe,confirmed-korean-localization-resource
434,resource/kor/mysterycard/mystery.narc,32684,46,9f6b7e7ee002b14c993600fb3fb3928902b7ab62,confirmed-korean-localization-resource
435,resource/kor/nameinput/namein.narc,16088,19,a784bd3db4e0e919646cbfcbbb871926801f6d30,confirmed-korean-localization-resource
436,resource/kor/nutmixer/nutmixer.narc,180980,48,604a582b6d36c7ec6525d4999dd4bf8dc8b73d62,confirmed-korean-localization-resource
437,resource/kor/opening_demo/op_demo.narc,1201252,113,8a247ab1c7240b50c20e1348dcaf19f3dee7fbe3,confirmed-korean-localization-resource
438,resource/kor/p_status/pl_pst_gra.narc,127152,137,f5a0ad8de367a816f2f04e7af881b92cced61ae2,confirmed-korean-localization-resource
439,resource/kor/p_status/pst_gra.narc,127152,137,99368e5521610f0c6851c863ff9d2cfefdf122df,confirmed-korean-localization-resource
440,resource/kor/pms_aikotoba/pms_aikotoba.narc,1500,1,6207c5012486243ecce2ee02da975b980d2616e8,confirmed-korean-localization-resource
441,resource/kor/pokelist/pl_plist_gra.narc,40108,24,d397dbd087737151aa8bea242016c626afb55fa5,confirmed-korean-localization-resource
442,resource/kor/pokelist/plist_gra.narc,40108,24,b9f77b38cc07a6754fc00a7c1830d86c88d45aa6,confirmed-korean-localization-resource
443,resource/kor/pokemon_trade/fld_trade.narc,404,4,12c9d140cdf828d1a133fc9f5f56a1cb84ee25e6,confirmed-korean-localization-resource
444,resource/kor/poketch/poketch.narc,59468,126,5a401ca759e754c99dc48149c9fe23862902badc,confirmed-korean-localization-resource
445,resource/kor/scratch/scratch.narc,162668,41,cda842bc50ff90bc1dfd8a14147ce3a2c763d6bc,confirmed-korean-localization-resource
446,resource/kor/slot/slot.narc,88388,77,b6c2b6439334b37085733c764ad28e9c5f8fe1ac,confirmed-korean-localization-resource
447,resource/kor/title/titledemo.narc,211000,29,1448da7366cc1c7284d40acfa314897b59d496f7,confirmed-korean-localization-resource
448,resource/kor/touch_subwindow/touch_subwindow.narc,2424,10,3ec9cd6fb1e709c65279f923014ed34af55f3614,confirmed-korean-localization-resource
449,resource/kor/trainer_case/trainer_case.narc,240960,66,b6fc65346102aebc2beb9043c433062a5e18474d,confirmed-korean-localization-resource
450,resource/kor/vs_demo/vs_demo_gra.narc,44416,9,488ad75016a810e4f28a12605016f5142cc66ab2,confirmed-korean-localization-resource
451,resource/kor/wifi_lobby_minigame/wlmngm_tool.narc,110260,27,b45199d9e2f1113659997ea5f01cdb9a6822dd31,confirmed-korean-localization-resource
452,resource/kor/zukan/zukan.narc,73536,130,69b6a7bf8b102b301304c88982124e49f36bff9b,confirmed-korean-localization-resource
