bank,offset_hex,size_bytes,sha1,crc32
0,0x000000,16384,4f062dae6083604f6027c9e36c12299836ec3d91,7339F004
1,0x004000,16384,0d5d2abae58e8b9f1b1d638ec9e3a59deefee46c,3D4CD67B
2,0x008000,16384,62a4bdc9c4e2ec73e9f211a971224f320b97b8ab,DA310E59
3,0x00C000,16384,fde0048b985980e8e7e3d9f8356e482eb3127197,D493E40C
4,0x010000,16384,c435bfd59a4b103c515efbfffa307eefd7338645,B3CE9835
5,0x014000,16384,1576205c8db09d2c550fe0fbc8ff0ffd3dbb44b6,3A8B4BC0
6,0x018000,16384,7e43b51861f80dc7afd4f782a25d5a90ba081e41,74821900
7,0x01C000,16384,7b2557388a9e108b8717a6ab7b7f9c88c2772ce4,10DB3A04
8,0x020000,16384,562adc9641a469ececcce8b7c8428e31ce424bff,EA843DCE
9,0x024000,16384,0b005a53820c2a3e7bc09fb27798449b0b944850,E131B55C
10,0x028000,16384,f3285e23b4fed8dcc90dd7354a2c37e54f954f2c,7A4DC7A8
11,0x02C000,16384,b8eeb7f818e7fe5d9b0f5bdee953eb1b10b96715,B7F63621
12,0x030000,16384,dcf5777c6f8295847a8ff24f2512aa4376d83152,1053FA0F
13,0x034000,16384,2f5e3730b0c9dbfd279dba30426572bb59be7595,914250D9
14,0x038000,16384,49e6e3cfb58784bd8f18f008da3c383acd0ecfbc,985D6DEF
15,0x03C000,16384,8be82aa0c9a7b6637568decced9e304bf5555135,094698FA
16,0x040000,16384,2dc761e4c55ea0245ee77a87d21ea7137a2541e4,7FEAA804
17,0x044000,16384,0c37b70f4e55e85a648e67c386cd44be667c41e8,A9BF6809
18,0x048000,16384,b39c216d4498a7ad792bff8bff062b8dc47d3284,D7A54386
19,0x04C000,16384,1993ab110a881e8f22eca8f9305477c988729458,19AC93F7
20,0x050000,16384,7864dc77498a4e46b596f0496a05f9f265b7d108,86757FBC
21,0x054000,16384,e0bb62db34e1aeae7badbcff2f3614913d5ee470,DCCF566E
22,0x058000,16384,f358f5fe7c3cbbada5baa27f3a2e2fc8b875aebc,4B8BD129
23,0x05C000,16384,fb125f682cfbe8c6cc76c081de7c31b0988ac389,BBA6C545
24,0x060000,16384,177aad8f74c6744c859a816cd7478b81c17b5ecd,5839D1A4
25,0x064000,16384,ea283f0e547e70a426b135642d5d2a5030d0b335,BDA450C3
26,0x068000,16384,d287a53b1422ec9afec9943f91ed5963a81afe4f,44D4A547
27,0x06C000,16384,fb5b86f0b3b14a5a61ab8e78a5d489500cd7707d,EE52DBFC
28,0x070000,16384,00381a509e72100613e935ea2c0f95172cf5fa38,70E78C26
29,0x074000,16384,36d884497b649d0cae9ae1b963401d41481136c2,F6CB1773
30,0x078000,16384,34ec88572889a4b372258f83ab55c267110da907,A970F3D1
31,0x07C000,16384,5ec81487f93904cac580539a588bffed16ef177c,E9A459D4
32,0x080000,16384,620a42843373f5577cc7cde11de75da2fa865c4c,BD3F2D95
33,0x084000,16384,0d7125ca6b26f702e589a4e2eb3d791f32c3b80a,1D5E3AD3
34,0x088000,16384,c6d0c3eef729c44a9e53e62e0e530978758237a1,1C62B6EE
35,0x08C000,16384,4a0c8b7ae1c6c188d64eb597f8b3072158f38100,49A976B9
36,0x090000,16384,6c9aec3367c15dea182fd80c5684b7c594976bb3,A02FD3EE
37,0x094000,16384,d6e4148f994e2ee8d7a88c4ebf32ff76cda2d65f,97838471
38,0x098000,16384,e53d1ad125e750db7b80128a5cb66239a5bc6e9e,F298B12A
39,0x09C000,16384,fd65944657f10cfb12b3f315f2ed3e623dafab02,B2BADEFD
40,0x0A0000,16384,7aed3703c8db645faeb1996d01b6921cec207a55,DC5F9DC4
41,0x0A4000,16384,f179837281ddf10babf3da16344119e14954caf7,7E99726E
42,0x0A8000,16384,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,0EB784D9
43,0x0AC000,16384,0b18ffd50dd2d67d531be687004fcd1985fba5ae,2FB4BA4D
44,0x0B0000,16384,4a21de6d345bcf4ff6ed17a019a974c1a70b03e2,0F103695
45,0x0B4000,16384,b031f248d2c4a1128237cfb6724a478414ae6b98,F919B57E
