bank_hex,bank_index,offset_start_hex,size_bytes,sha256
00,0,0x000000,16384,e4524cf337eabcb5f411323c8624cb7a08c2e9a743135f0829a49bfd80b5e83c
01,1,0x004000,16384,6a5eaa6c809dfe5b71a728764d9ed5c12b262aa8cb166c5a534fbc76e21dca73
02,2,0x008000,16384,cd395c348d4df586c954a2d649013223a9ccb28885836464b3850a0d8f82d125
03,3,0x00C000,16384,a9b1ccf6a5af308ae2e0727346ef00f62c087083e292baab1be7e43e2a6f1d3e
04,4,0x010000,16384,fe3873d3835ba58f3f31fbb7f6dc8ccc1cceb4274f35bde7387dfa08f36e871b
05,5,0x014000,16384,6cda69847befee93a64053e937aa9d1d2c99e67deb1f73a79843de68bf91b8ed
06,6,0x018000,16384,3d3a2cbc9134885de6c0a0800376074e488d38da31ad28b7d82d155ee2a5c006
07,7,0x01C000,16384,64a0039366c38d756d8ce9c34a5929e90e5ee53a528ffb65d964e4539c5b65fb
08,8,0x020000,16384,23d53c25382fd9878ab7d79a810bd4e2f3f7ebc711bd03af88c103eaf64b70f7
09,9,0x024000,16384,d336a5a6be1e2bb2467cb511b24198dec9e6c3dcb86faf46d9080a825a0f5fb0
0A,10,0x028000,16384,bda4b83cf5d269f4577d5dee9cedfd29fdb17ecd208ad4a76a033237c9a3749f
0B,11,0x02C000,16384,da170ef76bd171893d34db5cbc99986136b431039d8ec7818e4ba33f7e7c5bb0
0C,12,0x030000,16384,a22dd0b839a1b26e85c6e53a9fec54b54a4ca0fbacb226fa127359a263736d47
0D,13,0x034000,16384,13c4135883c4cf8c3dfcd863a886a9a21ab6574e95b7723d9c83b8e96e81438f
0E,14,0x038000,16384,5f3bc0a0db8b70b7a29f84906536285382d08dd563be9dccc04bf6ee0f488b65
0F,15,0x03C000,16384,d02ed34a882505995575b8c5291e7ad7d73e40fe322807e1ecc86f2844e9938e
10,16,0x040000,16384,740ff00a0e49c90e68a4f805bf7afcf1eb808855e104a11e433ba3acf23fdabb
11,17,0x044000,16384,fd9c11395cf155a7e95eb354fe6ef26a80b3f123c81d9aab02a01793c4ac8e8e
12,18,0x048000,16384,cbaae0de4e4a18341c857b07e72194a4e98316578dea2e25b316fae14d41222d
13,19,0x04C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
14,20,0x050000,16384,535cee92bf76284aa827f8eb27d57a6d787ab70bcba1a2325117ccb4fccc6092
15,21,0x054000,16384,9108dcfd4958b7b68441670e10e74da1e166065bb91da886aefae728ce1ce282
16,22,0x058000,16384,b7978ff71510d1afefb482feb869280db0f00ede2d7a348d08dd1928b90f1dce
17,23,0x05C000,16384,577f100ddd5ffa3c7d4aaad2c7ede5de7a98252f0f88638b9f6f07a91ad5dc2a
18,24,0x060000,16384,641b528ea6d96b5f871c4237f84534c9ba19ecdde6ce62be7e59fb4c1b79dce4
19,25,0x064000,16384,8db2673b75db5c5f0f8e45e042cf49575b93f42c6bee2adc7210c501e216153f
1A,26,0x068000,16384,920c2c35de4681aeb2baf9357c4445a3d586a0e96e60ebb2c91b41dbf7a1c04f
1B,27,0x06C000,16384,cc8d3b41a887297a6d4be066a234198c5bc6550e1ef4dbce0e364a10fa14dda7
1C,28,0x070000,16384,a1d4c8d59ed174f8e1b45324a8ce383cd8b2650242afe58667f2f170e78ecef4
1D,29,0x074000,16384,0816cf0ea559a230cbe4dfbe295f5a4bac3fc98cedcb642b5bd8f47f4559c15b
1E,30,0x078000,16384,dfab70a50319559681ed73c2d584ec1552fcc4ecbb52ee7943c10cb7400c1061
1F,31,0x07C000,16384,0ad81caf559382a604dd912be5f136f751d090350cf70e0f03ce77c4beffdd7a
20,32,0x080000,16384,7c31268004996e141d3d3cbe33994bc3744eb2bf1732f7cecc8b356affad5873
21,33,0x084000,16384,91c643900f5fa3a44946f454050945a53668a410872a7c6369686a335016abce
22,34,0x088000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
23,35,0x08C000,16384,e7ec0bd643e2c1e0a4ba5bf0547a1a6ed9633c99cc138c892ad8ea30555b4d58
24,36,0x090000,16384,a7e6827e4adb2b1ac186990409eb16dd99537bca0c24efb8e0f875644929fd28
25,37,0x094000,16384,3ae3cc6e8e167844698fce8da6df458dd436e48b13958de3fee6eb74c622f95f
26,38,0x098000,16384,358906e5c58a8a1afb7b479328a332bfc7b719021c0e44e6deeee389c2679dc8
27,39,0x09C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
28,40,0x0A0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
29,41,0x0A4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
2A,42,0x0A8000,16384,d3e7c5b2611ead5571d43c4d0881de81cc1547e29d5aaa5e5c0696733c4e85bc
2B,43,0x0AC000,16384,577de6a212219fd5296afdc565d1f5c8efcd6ed5a35ba26bf4d00683a95807b1
2C,44,0x0B0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
2D,45,0x0B4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
2E,46,0x0B8000,16384,7e40893ba28391455c51b4cfbd14077cb752bfe2302b1432838584e1f0c02161
2F,47,0x0BC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
30,48,0x0C0000,16384,4a4bf9ecbb1b7a8fc36687f4d3a7428464d12353c17c27f096fa5e6bd2229ef5
31,49,0x0C4000,16384,5afa04a6cb95a05dab04f5aca05334790bd9af063c8357894ab71a382add8f9a
32,50,0x0C8000,16384,94929682dba8724be9af3698887e715680b24b0a60b14d253921ba3d4c8b4b39
33,51,0x0CC000,16384,1d4d2e6b6e94b37baf735eb6490706171bfaff27df119ea1d914e2fd10338819
34,52,0x0D0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
35,53,0x0D4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
36,54,0x0D8000,16384,d0007a691d7c3c5f8dd55409a90779e554b0708bf4b542c5bcbcc013a233922c
37,55,0x0DC000,16384,88f10cbfed5b30c41f4ccf66a44716609a1237d81f7e592ddd893a25deeb4233
38,56,0x0E0000,16384,613e5c268ece649ec1ad9911c964fc508a878e3ee8351dd86575a2c630bf2c86
39,57,0x0E4000,16384,2f702239c586eb216c357e53c3f662d5ccc9d2ebf7421077824459c0399a4e91
3A,58,0x0E8000,16384,d3a26f48c0638d326cb0ad27be480f08fa5ec60abb616a0a340bf71a3a550937
3B,59,0x0EC000,16384,68e6906258ba11cae661dadce943da3fa017c9cf71e3a30ab25d0add58968a68
3C,60,0x0F0000,16384,ba4fd7eb676c460e49148b570a47fcd00ba137826c66f967e9da36012bacfdd4
3D,61,0x0F4000,16384,c949b705d2cfbb923ff2af60f19fd9c47452f1e654c0ac56bb35e7429c9ad6ed
3E,62,0x0F8000,16384,02aecb5cbf5c18c79432fc53665c3134eeb457ff45769de3610024ff8ca0026b
3F,63,0x0FC000,16384,ed58f9eb6dce22072af32f0564d084fbe0846aa5dc3b7ede51b551f1a72500d0
40,64,0x100000,16384,ccf6f7d8e4b7f23f6f751e92ef1a09c164f1bf703cdb5e8f44c53f734d1b9604
41,65,0x104000,16384,e138a0fead33d53df480621904d0cf8a08564ee42ff6f3660172de7610fc9e7c
42,66,0x108000,16384,826d4ae7e62323e21e0e18143410e3bf820f0063cf166500ead46cadcb4f5c89
43,67,0x10C000,16384,2d897767a5a7a0f186ed097b08bd219ec3b0ff4773ee5ab3f6fea41d9757406b
44,68,0x110000,16384,ab2b966545f7111304097efc5ebae2c2d904354697f2cca111c133e2942229aa
45,69,0x114000,16384,4181c7855c897d2240ca9e3765801852a8d795d91429e69f7fcfb5490dc8806d
46,70,0x118000,16384,b6694e19b8c050d59f97005fdcf3c696332c63552eeec755a4bdcab985bac5e8
47,71,0x11C000,16384,3a936f012adbfa952481f4fe0e5e2fddb63827c8e293cc83e3a70f06b44c36b2
48,72,0x120000,16384,5a7dfc5202b469288c18a94bdad7a99aabec01889949441cdb5a02a82304e1a0
49,73,0x124000,16384,20e61e27d1dd11feb9de8371dcbd6e4376bf76065240e4902f38d7f037437dd8
4A,74,0x128000,16384,6927c99a4d0c10107713b35ef9642389a58482bb8ac9b2e76b5460fcd8ee5549
4B,75,0x12C000,16384,94683a9c317de8140122d7b2b3d8b2c1a22dd8432f5f907ab2c95907bb1cbf45
4C,76,0x130000,16384,443be5f3f4b530f14d24ee8dca3b95e84131988b69e3013e2df73e2707eef54a
4D,77,0x134000,16384,d3cf791deb7ca5fc0fa862d0e1decc579536b60d8a9af2174b0566db17f656d4
4E,78,0x138000,16384,907f36a51acf25d66652ee140f30c35020bf844b12f5036dcbca5fdedd202bb7
4F,79,0x13C000,16384,6594028eaf3a9cd1ec145aa6a070592c1c771e3867704cc5a9295bd7f70b1393
50,80,0x140000,16384,9dab9843fb3a2086894f125151274f700bf4963d91d41e22db73fc49e7cc5a81
51,81,0x144000,16384,d4f41a9e3e12f1fbe66de4450c3297507a92aef597cb16a6ff6a9f43656f52fd
52,82,0x148000,16384,00f72d16bc9de36ada88a8d3dead2d5ca96ef068048ef1e4df75f018605229eb
53,83,0x14C000,16384,2321c9893e3a6e357fe27c92639e90378141cb379dc31d113776590d73eb2ec9
54,84,0x150000,16384,b0c3837c230ba439eaf915dda466b7f8a0a36a2d2bfbd829b9d216f47d92e84d
55,85,0x154000,16384,52304c63f3dcd0d447dccc31408b87bc53c6a929ffc472039922bf015599c5e7
56,86,0x158000,16384,598314aa774884c4da26edf6b6e39a6c5530a073295e043743dc21ff623b7960
57,87,0x15C000,16384,1e57197b9a32a064caf0b9a1ebc4b4da5781888fa8d2360b203ad75e405fb87c
58,88,0x160000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
59,89,0x164000,16384,8210d5c17b5f91ed5cf8c862f5d5f99896674c233242ade3214e7beadb384eb4
5A,90,0x168000,16384,0bcd3b42dcafcf9f4da49eed37827d788d28cfe56963f72205d66989f9583373
5B,91,0x16C000,16384,50f62ae6b0e429a2366c45749690ebc0810953492f5f3b2b55f8312884948b57
5C,92,0x170000,16384,045dba2793e31c331b5960ad2d6f074dda81ec8fa3cc875388760b26d178ba19
5D,93,0x174000,16384,a4b2e2e8df9f8a2d41661b8da5fa01bc7fa62ce68630fd919feed250ae5857b2
5E,94,0x178000,16384,a76b5b172020c2bd48f9671f52dd456db089f1630e7b4cee079754ca04fd1b7c
5F,95,0x17C000,16384,8ba76fb79f16f5f8ea868ed6c8154c6f5e702f54525c56fbb8ef579b14583808
60,96,0x180000,16384,8eb7d0a5e3ca5cfb4c94023727e7e0c87b15b8d8fa8aa78d0543108b21ecf04b
61,97,0x184000,16384,9840a2f74d1e98439872fb211be95fb28d758ab1aea16a9e49fbdd4e3461087c
62,98,0x188000,16384,4d17bcde90ce5ee4260c9f2ed02d34c33abd02ea354de87b7e8f460427ba3d26
63,99,0x18C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
64,100,0x190000,16384,d8cca459d9451304b1984e2972863e44a2917b6efe79b128671dc86e91faa452
65,101,0x194000,16384,eb2e4d98df3a451971f8d39e86ff93c431575ffef436a0e6894cd30519f244d5
66,102,0x198000,16384,32b74675902c871ba7ebbc36a679e5aa6c76ac408e25ce4da506a9d305ea832e
67,103,0x19C000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
68,104,0x1A0000,16384,91007b530b6cd963c1c22bba187b3541fe94ec2822a8d0da79412feda15a2be2
69,105,0x1A4000,16384,19a3db96b459ad3a75e708771a3b685c7856175ed8b2ba99de09d6a30d078301
6A,106,0x1A8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
6B,107,0x1AC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
6C,108,0x1B0000,16384,80ddef8bda9351e49f891ffd18b97cebae56b368594b596d7ca02b49e8cb8416
6D,109,0x1B4000,16384,92245ccdc59deed52bc836539ef3b39623e8828b66b6e5c619eaaa18a311e75d
6E,110,0x1B8000,16384,4976d6dddf751eb7a2644997d23215978419708270c8595ab3385b8a7fe66d2a
6F,111,0x1BC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
70,112,0x1C0000,16384,b9d882341fbff99cb856a067d9075c6c6a5fcd2b0c8a1b37f569d4e787f618d4
71,113,0x1C4000,16384,8962c9c727849b3ec3b45755361010b2c9ed2300a37c7894885693708a0717db
72,114,0x1C8000,16384,c838b3c7525ed0b98b65c57b32829bc1ab9dd7c0247e2643dfc1401e88fa9f53
73,115,0x1CC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
74,116,0x1D0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
75,117,0x1D4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
76,118,0x1D8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
77,119,0x1DC000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
78,120,0x1E0000,16384,a0c3d259d6c3d19e8f316c1bad884d3e5abc2915b7f09d5677307a1d0371baa2
79,121,0x1E4000,16384,063268ec796bcebb221396924cfaf4f415efd9294c3497c8a303750b815d7b62
7A,122,0x1E8000,16384,6fa2f8da746878ba2b6c193fbde5f271233aef5f25d1daa2e7ff8043dea13c76
7B,123,0x1EC000,16384,2f285047743ab31b8457cbcd52c80efbbdf790db5dcfa9fd6fd17c870b4d0bfd
7C,124,0x1F0000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7D,125,0x1F4000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7E,126,0x1F8000,16384,4fe7b59af6de3b665b67788cc2f99892ab827efae3a467342b3bb4e3bc8e5bfe
7F,127,0x1FC000,16384,e5b4bc91880c7b5554ea877d43afc23a46eb263c4b746dbcdb8422ed14e03aab
