file,bank,offset_start,offset_end,sha1,entropy,zero_bytes,ff_bytes,all_zero,all_ff,unique_byte_values
Pokemon - Version Bleue (France) (SGB Enhanced).gb,0,0,16383,351387bf9ad2c98f0545109c032d7a93f675f306,7.141231,536,154,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,1,16384,32767,08aebbf933525d8d18c44ab28f3d245989e7fd7a,7.057043,1373,83,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,2,32768,49151,41856b8af84c392e846831c1d2d53ebd8096c96c,6.979791,396,255,False,False,254
Pokemon - Version Bleue (France) (SGB Enhanced).gb,3,49152,65535,8525f8483603c574300123dc6ca1bdd9397ae360,7.133452,1309,257,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,4,65536,81919,d80e617d92cd22d1dc1594f19c0d911c7bd4b0bb,6.23438,3801,359,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,5,81920,98303,c089206a5f63f9ab90d225ebcc1f6c6b3e334d5c,6.249472,978,177,False,False,253
Pokemon - Version Bleue (France) (SGB Enhanced).gb,6,98304,114687,28a46a7016ffdaf595b61edfbf5e3003d21fef3e,5.199864,6552,147,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,7,114688,131071,817657ca9aa4e9fbd5b9cc696ad5660eef318d16,5.730057,5111,217,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,8,131072,147455,05dfe45299550ec43dcd61992769975fd528dfbb,7.031088,465,285,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,9,147456,163839,c1103a9fac5f30c89de1936a7d9f6df7916ac4cb,7.817599,95,233,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,10,163840,180223,02098afc288b543287f9cc797ace794a11347335,7.809363,270,255,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,11,180224,196607,500382d885071c74ee75c084c7a64578898f7fea,7.746615,638,331,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,12,196608,212991,4840e9dc3780d40d8e970f050733cc1f0e58fa65,7.815574,123,280,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,13,212992,229375,93763ba3081e0c810133d8edab6eea33eec33297,7.75144,609,400,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,14,229376,245759,c261decbd903d106da611d5bb4e16d6e649094c9,6.789027,3056,370,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,15,245760,262143,6d6e0d2d9cea98f512fa7022ce1646b233b9087d,6.880833,1296,49,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,16,262144,278527,66784ad65ba4035ceea9ed5fed855300a100249c,4.769558,7754,427,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,17,278528,294911,0175b930b2ea70f3f6df17ba121f750ae26852ac,6.02324,4122,329,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,18,294912,311295,01772856f45bfdf2d8f9ae5de528189ede223c67,4.781554,7448,200,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,19,311296,327679,4799c8d241a06698507d60a631e2a31d0c6f9bae,7.833405,118,327,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,20,327680,344063,1b3b64ffa917dcc97c6599297c3d250ea3b08d69,5.561386,5691,162,False,False,253
Pokemon - Version Bleue (France) (SGB Enhanced).gb,21,344064,360447,6012f59ccf99ec75aaac30281ad0e003f1100555,5.465839,5690,125,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,22,360448,376831,fabee9ab4c82b4b6173d91bba79f243542d96513,5.105676,6833,127,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,23,376832,393215,a93ab975e649205df3fbb397e35a14ff2fae9a38,4.329633,8617,187,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,24,393216,409599,ea6a3135878ea2b3cd47ec2477d867e3b69c948b,4.830394,7031,183,False,False,253
Pokemon - Version Bleue (France) (SGB Enhanced).gb,25,409600,425983,992906511fa05f1179ac2dcf12dca8ec980f3a2a,6.497715,1531,1591,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,26,425984,442367,866a709c34db4aceaba0ecb297438d4689b6be04,6.373031,1037,1294,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,27,442368,458751,682b94550690d2e4c4103fe93753ed74ab38fc72,6.201428,1420,1810,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,28,458752,475135,4e1ac59775ff3745236302b50701d546a9bc07d5,6.450021,3472,353,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,29,475136,491519,a7692d761cd0e748cca5e06bd34dc7bf20aa894d,5.461557,6098,190,False,False,255
Pokemon - Version Bleue (France) (SGB Enhanced).gb,30,491520,507903,70636d7b211df8e1f9f1269f83aeb774749781a3,6.788495,2253,599,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,31,507904,524287,be5f0b82176795895e2e6f7c2e8611fbb6d33cb8,7.065808,409,286,False,False,256
Pokemon - Version Bleue (France) (SGB Enhanced).gb,32,524288,540671,82194da47eef3dc2e804c376c4eb6569aa80fa33,4.639286,4596,6,False,False,107
Pokemon - Version Bleue (France) (SGB Enhanced).gb,33,540672,557055,e1d00f780806bcb490fe9fda880c200214db0124,4.512854,5109,1,False,False,103
Pokemon - Version Bleue (France) (SGB Enhanced).gb,34,557056,573439,b4289bcfd814688e47e19cf60114793d109f74a9,4.784403,4437,4,False,False,134
Pokemon - Version Bleue (France) (SGB Enhanced).gb,35,573440,589823,ed84e0cacb81ddd93630961e8c4e4e87a96d7970,4.531223,5124,3,False,False,102
Pokemon - Version Bleue (France) (SGB Enhanced).gb,36,589824,606207,65b99a5d4b3c039eef55dcd6f76faaf20c8b97f5,4.510738,5112,1,False,False,106
Pokemon - Version Bleue (France) (SGB Enhanced).gb,37,606208,622591,56f9c294427745eec539678e8b89d23c515399b5,4.514265,5161,4,False,False,113
Pokemon - Version Bleue (France) (SGB Enhanced).gb,38,622592,638975,15044936ee5292ed78c65362a5a8a1f27f2fa523,4.734493,4172,0,False,False,109
Pokemon - Version Bleue (France) (SGB Enhanced).gb,39,638976,655359,92755c85e84a569d03a6b3348b42745b12f6b8d6,4.555639,5225,2,False,False,104
Pokemon - Version Bleue (France) (SGB Enhanced).gb,40,655360,671743,79c263b04a51b0ce4c0f03d5f63965d7476ca3fd,4.718464,4392,3,False,False,113
Pokemon - Version Bleue (France) (SGB Enhanced).gb,41,671744,688127,482c024a208e3a8d9e4cf54776b8fe80b714f141,4.611511,5153,0,False,False,105
Pokemon - Version Bleue (France) (SGB Enhanced).gb,42,688128,704511,40c099b872a37d0def55fb1eab28055bf420b9e1,0.511084,15630,0,False,False,71
Pokemon - Version Bleue (France) (SGB Enhanced).gb,43,704512,720895,40bd97214f6afee533b9d29979a215dac0687f87,4.474581,3164,0,False,False,83
Pokemon - Version Bleue (France) (SGB Enhanced).gb,44,720896,737279,5fb3d4fe8a67628c33a86adaaffbd64a2378d237,0.892501,14765,0,False,False,31
Pokemon - Version Bleue (France) (SGB Enhanced).gb,45,737280,753663,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,46,753664,770047,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,47,770048,786431,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,48,786432,802815,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,49,802816,819199,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,50,819200,835583,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,51,835584,851967,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,52,851968,868351,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,53,868352,884735,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,54,884736,901119,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,55,901120,917503,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,56,917504,933887,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,57,933888,950271,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,58,950272,966655,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,59,966656,983039,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,60,983040,999423,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,61,999424,1015807,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,62,1015808,1032191,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Version Bleue (France) (SGB Enhanced).gb,63,1032192,1048575,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
