file,bank,offset_start,offset_end,sha1,entropy,zero_bytes,ff_bytes,all_zero,all_ff,unique_byte_values
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,0,0,16383,3fd427297d15e9f0b13a2e83fb233d8946623bf4,7.125287,533,159,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,1,16384,32767,6f6cc23177be4dd3d4394a3133193ac6a54835c2,7.041558,1415,94,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,2,32768,49151,ab32dbc81b14be10440e73be148cc50e8962e1e6,6.97846,396,255,False,False,254
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,3,49152,65535,c90b4a2cfa8ee07864fa493b972f29516af58eee,7.142562,1290,259,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,4,65536,81919,307a4523b1fa88cfcf73d851571bd5805ffee618,6.259607,3722,367,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,5,81920,98303,13b966337452244b8c34e8450b4ca2fcb4288379,6.245992,978,177,False,False,253
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,6,98304,114687,45853456f934b9aa5b93fcade10d50a00c516b1a,5.201859,6552,149,False,False,255
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,7,114688,131071,60ca8ff3921753cea70790d469577fbd6f62afa5,5.71243,5114,223,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,8,131072,147455,19b00ddcf0ee8a3a69eb8fec177827692aaa9492,7.033441,464,285,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,9,147456,163839,76bfde2094a59995deb09be6cd027775bffde92c,7.819524,67,234,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,10,163840,180223,2dede17213f9a28e9040e50ae95f7e362ec55819,7.808969,270,255,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,11,180224,196607,43600e3d2f83721e5f3369a62c68ffeef8e50663,7.746628,638,331,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,12,196608,212991,7122394cab44dc3197e1164fff107520734dbbf2,7.815513,123,280,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,13,212992,229375,99c7b4b0b6cf89428c09d6386dee1683909ef551,7.749329,622,400,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,14,229376,245759,2b2a124d8bd9be9f3b2eea01e66755f0d768bcaf,6.791057,3045,371,False,False,255
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,15,245760,262143,ede57637eb837156e4c222c161e827fbf32d7fdf,6.887784,1275,51,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,16,262144,278527,77055d084b4d0b4f0dfa2a1f2810c69ea371b979,4.769012,7743,426,False,False,255
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,17,278528,294911,a7f4b4fbaec91397a13bb2e4da7331e0cf165b61,6.010826,4121,326,False,False,254
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,18,294912,311295,3972ee7f7720e4e55eac79026531aee337f0ce2e,4.776022,7447,205,False,False,254
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,19,311296,327679,1c255573105142ec052b4cc7b1930465faaf2d49,7.83118,119,327,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,20,327680,344063,f2a602906e7d5653ecbcd1e328d3745b7479e0bd,5.554761,5697,161,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,21,344064,360447,b2217226bcf4a934234f9b8f2e280b7aac745112,5.471309,5683,126,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,22,360448,376831,94f8db969ab465782ba7468c0fcf47e40853040f,5.095919,6833,126,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,23,376832,393215,1a09b04028feaa214a71aad4061ac6858bc7aaaf,4.349455,8595,185,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,24,393216,409599,6cdb84a3190315c2ed1d3f6dc3dea032fc5a53b7,4.828611,7032,186,False,False,255
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,25,409600,425983,792325ce97fec4f99287fecc31989f13ffffa38b,6.497914,1531,1591,False,False,255
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,26,425984,442367,997efc040ec4e4cc22446588373b3dec3d03c91b,6.368697,1052,1294,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,27,442368,458751,682b94550690d2e4c4103fe93753ed74ab38fc72,6.201428,1420,1810,False,False,255
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,28,458752,475135,1085e645fc3deb7b2a7d4724b9365c75a77ff5df,6.42987,3464,355,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,29,475136,491519,386cd9438659d0282afe104ad91958ef6ab7e31c,5.488863,6029,211,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,30,491520,507903,d641d4810129bfb972be709e2b640acfa2ea122a,6.784284,2253,602,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,31,507904,524287,2095c60cec020cb8f90c42814ca1dc7461b84278,7.065395,409,286,False,False,256
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,32,524288,540671,7fd1abfa206cc5c41ca6ed5185643316b63f748a,4.706347,4272,6,False,False,100
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,33,540672,557055,4585444e6b9ecdc6232255dbb27fa5553024ed33,4.737918,3974,0,False,False,91
Pokemon - Edicion Azul (Spain) (SGB Enhanced).gb,34,557056,573439,9cc234379011ec2ed6fbdef0c307066c29271711,4.900209,3913,4,False,False,128
