file,bank,offset_start,offset_end,sha1,entropy,zero_bytes,ff_bytes,all_zero,all_ff,unique_byte_values
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,0,0,16383,35646dd4fa4ca99c3e4f0ea567fcbe4d19d7390a,7.125468,547,155,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,1,16384,32767,9b5c9f0f71e15c838747c1eaed8600d78ea3b05b,7.013445,1487,84,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,2,32768,49151,42f8879adf60fcf4f76583a2fc09615559386bed,6.978137,396,255,False,False,254
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,3,49152,65535,7714aba31f4ff2e742a60b65ab8644454d47fe05,7.136703,1303,252,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,4,65536,81919,e170b86b2a5544ce87a82f2e040b5d8c602e3f5d,6.263605,3721,359,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,5,81920,98303,8946602d7466e1c33de16f2923f05b6288b55c42,6.246629,978,177,False,False,253
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,6,98304,114687,8d3b20fb8d3c073cbd8fb7395e68cf14ab0c7e31,5.190917,6552,149,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,7,114688,131071,220bdfa35f8ede6e46932151f9100423e8cb51b0,5.713793,5116,216,False,False,254
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,8,131072,147455,147935d0edda14fb29077888d50212d822447bd8,7.018792,470,285,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,9,147456,163839,bf49c5704ea695f352c43c21ab95d8feaff61f8b,7.817507,53,233,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,10,163840,180223,c450f0aa3835483d6c4f905dcaff4fe2e7e28010,7.809319,270,255,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,11,180224,196607,aa37373e521e27cfaee3de3b1365cf8c34d1a2d5,7.746423,638,331,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,12,196608,212991,7eeeeb3c994275ed7f9531cf12181de778990f29,7.815727,123,280,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,13,212992,229375,ac6a5cd0f2e33b0b2c83e0b81ccdbee346bcfca6,7.751118,610,400,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,14,229376,245759,133470af017ce64cba82ae59bf1e47116eb102a9,6.803161,3001,367,False,False,254
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,15,245760,262143,7b9ed051494f7f95868867b616f47ca2421e2c94,6.885429,1290,51,False,False,255
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,16,262144,278527,bc9bc915ef1127963b9da808357e9805e88e9059,4.767584,7743,425,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,17,278528,294911,4b6b83907ec4074ec318abb8a049e03cfebafbdb,6.02426,4121,325,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,18,294912,311295,b979d991a9bd895941357fe449f4a6e6ed0f59e3,4.775266,7446,202,False,False,255
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,19,311296,327679,aa76309d68d550e6f4859ff479067f882b6e2b1c,7.831674,118,328,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,20,327680,344063,14a87c9b5c66c5297f0076fa544a9cfd080c4f3b,5.549626,5698,163,False,False,254
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,21,344064,360447,632393c11408bb6112d7318075fc610fde8c633c,5.465982,5679,126,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,22,360448,376831,e2cd0415bfd943fc5b13b45f5c8e4bbeb177d1bd,5.089603,6834,126,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,23,376832,393215,197005f7fa96950cfdf8c18e95848ab892d3a946,4.330576,8610,185,False,False,254
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,24,393216,409599,debcd82b1c001021829eb10441aa1015c2a15fc0,4.82724,7032,184,False,False,255
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,25,409600,425983,7877663186ab536a3a6ee080cd925df2e030bba6,6.498055,1531,1591,False,False,255
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,26,425984,442367,89449748973054316edf7866a506f24036f5883c,6.370273,1043,1294,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,27,442368,458751,682b94550690d2e4c4103fe93753ed74ab38fc72,6.201428,1420,1810,False,False,255
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,28,458752,475135,8c3f265ba09de62a8637e9cc6f653741bd6dc8a0,6.465516,3386,347,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,29,475136,491519,416be887c5a9ee0ad3ac70ed0536d7e3eb562f2b,5.469791,6057,199,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,30,491520,507903,1ca1b0b6cd83ecf657bd99e72436e85ba5a03e47,6.786209,2253,599,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,31,507904,524287,a358404d08fca806687d9741308175689c364bd0,7.065398,409,286,False,False,256
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,32,524288,540671,94e8874a1f4fcc423d152b74f6fd18992d143166,4.467626,4829,6,False,False,96
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,33,540672,557055,5bf86561479d469773c69be49f9c6449b494023d,4.488227,4650,1,False,False,86
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,34,557056,573439,0ef572ebb71f5be6a35ff96a40ceb33e4de49273,4.658693,4630,4,False,False,120
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,35,573440,589823,e791f149e8d7b6e4fa30f3b58fcdbcb482a932de,4.435841,5131,3,False,False,83
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,36,589824,606207,7ca863e541b9209b8f9f7409449361933cedaeb8,4.275217,5627,1,False,False,86
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,37,606208,622591,7e6889b9a7687e946166b51f993dc717115e8b77,4.475289,4961,4,False,False,97
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,38,622592,638975,108504088e4418b7db8b882679e4f01e72858984,4.365874,5387,0,False,False,88
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,39,638976,655359,d17da2d8f4e13628e0d127e984e96ce808e3b81f,4.435111,5285,2,False,False,87
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,40,655360,671743,e8e8689975989c10ce99659ba96ad55bbe5a0905,4.310012,5642,3,False,False,96
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,41,671744,688127,9af0f598774f32cff8979e97413bfcbfc2b5b0b0,4.598894,4888,0,False,False,91
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,42,688128,704511,efbd7064b9da13be968d3506bc5d250a710af267,0.492281,15647,0,False,False,60
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,43,704512,720895,96d26b8c86757d4f0293f403740115521bf38c1d,4.475174,2719,0,False,False,75
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,44,720896,737279,c850c7119ded1c49e68344d3d4e43f7b140cd573,0.891062,14740,0,False,False,31
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,45,737280,753663,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,46,753664,770047,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,47,770048,786431,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,48,786432,802815,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,49,802816,819199,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,50,819200,835583,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,51,835584,851967,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,52,851968,868351,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,53,868352,884735,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,54,884736,901119,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,55,901120,917503,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,56,917504,933887,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,57,933888,950271,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,58,950272,966655,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,59,966656,983039,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,60,983040,999423,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,61,999424,1015807,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,62,1015808,1032191,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
Pokemon - Versione Blu (Italy) (SGB Enhanced).gb,63,1032192,1048575,897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,16384,0,True,False,1
