release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
EU-FR-HV0,0,0x00,0x000000,0x004000,6f044b73c1c37d56f1642a9f4a35a261c597ba21da2dee67b91959814f65193b,16230,15848,256
EU-FR-HV0,1,0x01,0x004000,0x008000,f5c3a7ce51430c5e6fa45dd91b5d4d3eaee2d40ab83bc9f4d9b4f520fe5441ea,16301,15011,256
EU-FR-HV0,2,0x02,0x008000,0x00C000,37c6a90c9bb8b7c4c54bdc950396bb7d386cbb14085e9b5729783997140bacdf,16129,15988,254
EU-FR-HV0,3,0x03,0x00C000,0x010000,01c0e15f735faf2cd074c5c2758c5925fb4587a6b09954d80627a31221d96188,16127,15075,256
EU-FR-HV0,4,0x04,0x010000,0x014000,aea838729d7b2c2502112b882ea8938082da73ddc2e3e85ae5d1e6cb2dd9e011,16025,12583,256
EU-FR-HV0,5,0x05,0x014000,0x018000,29181d6cfe1c0f0b589bb375ee5cfd7117a5865198a8bc4e262d2c1843c8ad13,16207,15406,253
EU-FR-HV0,6,0x06,0x018000,0x01C000,d29cdacedc25d1b6e307d9c355d2eb24c78f43202c5188bfc1d67ad41ebde834,16237,9832,255
EU-FR-HV0,7,0x07,0x01C000,0x020000,a2c6c2463d8a6ef23fab09d4b2864edc99a3456a5122aa02457be3b35726f24c,16167,11273,255
EU-FR-HV0,8,0x08,0x020000,0x024000,30ce702d68a1e919f296ab67c24fe64f881751259bcf45d52e3a7c2f46fe7785,16099,15919,255
EU-FR-HV0,9,0x09,0x024000,0x028000,5beaaccc47d8d2fd0c6cb8dffd3763324161510b4062aae61bf42f8c4d9ac58f,16151,16289,256
EU-FR-HV0,10,0x0A,0x028000,0x02C000,76f4d914b91f8124c500ae4aba6bc13efe8ed53aad848d74c244512810e0167b,16129,16114,256
EU-FR-HV0,11,0x0B,0x02C000,0x030000,59a21021b1c7466b0756f46eba0c22f650c02b70fae616e8d1894ff0da592e59,16053,15746,256
EU-FR-HV0,12,0x0C,0x030000,0x034000,72cd4d66b41a4768cdddb8d50fed666df0c8d787357945736dded00249859b0c,16104,16261,256
EU-FR-HV0,13,0x0D,0x034000,0x038000,9e3efdc838c5edb0ed23547a00307a5a9e0442077a4a97329a71179d2cbf6ee7,15984,15775,256
EU-FR-HV0,14,0x0E,0x038000,0x03C000,f638961bc3714fbf8bdbc7afb683b31d07694ec57d991928d6e3b6cf63d92053,16014,13328,255
EU-FR-HV0,15,0x0F,0x03C000,0x040000,fc90820f822f874e110ce790b13f79543b0371559fc44405cae46842f31ebb34,16335,15088,256
EU-FR-HV0,16,0x10,0x040000,0x044000,b99889045485f0dc6601c2b0fd3b338cd56fb09a0d58c642513cb9455e147e84,15957,8630,255
EU-FR-HV0,17,0x11,0x044000,0x048000,0828a9270a21b0c8b9816f33efc58192eb7d55d7d8edb299ca3044e5f58fd536,16055,12262,255
