release_id,bank_dec,bank_hex,offset_start,offset_end_exclusive,sha256,non_ff_bytes,non_00_bytes,unique_byte_values
EU-DE-HV0,0,0x00,0x000000,0x004000,ac05cc438497ce7139eda7bd77e31efa90060f6e485ed9106357071eb9c7ecb5,16225,15847,256
EU-DE-HV0,1,0x01,0x004000,0x008000,a8fdc1b6b7eeb1e12a2ec57feb10ef80ed2042e3d1625398b34e263905e39962,16300,14888,256
EU-DE-HV0,2,0x02,0x008000,0x00C000,67b3f95596656e159e79aa51159fb889cc2b246a4966e609c00839104f0e900a,16129,15988,254
EU-DE-HV0,3,0x03,0x00C000,0x010000,ac43c7880b4816130d9a3d7971ba0de2aec4537db4121e434420d8bd7589cac4,16120,15083,256
EU-DE-HV0,4,0x04,0x010000,0x014000,ac7712ff19e647116a91baca5e6023f00511087b8e21854aeb72e7cb7f461c20,16015,12579,256
EU-DE-HV0,5,0x05,0x014000,0x018000,7d73e2704d57d1a4e4d3e06821b8bae970d09d7f1edcc75bab278517b595a296,16207,15406,253
EU-DE-HV0,6,0x06,0x018000,0x01C000,85d8f2df2004fdcb4059d1393149091545218b2bf41ed0a727d586c4660a2264,16237,9830,254
EU-DE-HV0,7,0x07,0x01C000,0x020000,54c8bbeaf225a4749861820da7689a4dff31ff95bb9be9a85913dbbe39d70201,16166,11267,256
EU-DE-HV0,8,0x08,0x020000,0x024000,3c79566934c811d27af679675c18ceeffe7b17635f19b40155924dea936a192c,16100,15926,256
EU-DE-HV0,9,0x09,0x024000,0x028000,f5edbd4c352b906471732fb007ffaed672646ae2017d5e7ed8303b3e590f51e9,16151,16296,256
EU-DE-HV0,10,0x0A,0x028000,0x02C000,d82d1fa7a585a40886247a69c4b0305af651450d312c7566c37cae1643db23aa,16129,16114,256
EU-DE-HV0,11,0x0B,0x02C000,0x030000,12b4ea45a8b6377a25082723334da56f8339cea4fdb35baeffa5240e6cba8dd2,16053,15746,256
EU-DE-HV0,12,0x0C,0x030000,0x034000,55f4c02c8fed54d68255bae39e564f9d9081f0ac8a82965944b92230b14f169c,16104,16261,256
EU-DE-HV0,13,0x0D,0x034000,0x038000,9dee66384f6f30b8ea0e39e9168ffaaba3c92f39fff0252d4d7fc7fa2ed69cd5,15985,15762,256
EU-DE-HV0,14,0x0E,0x038000,0x03C000,f36a141ac8c27e3f292be8fd8d756ebbaa924e70897a1c14296e3b4c29463c85,16016,13331,256
EU-DE-HV0,15,0x0F,0x03C000,0x040000,8e9a6cb8be06d3bbdaf852d5b2c8ac1245b914d57f1b1c1a71446f2d172088c0,16330,15086,256
EU-DE-HV0,16,0x10,0x040000,0x044000,c22d773160e0a294987951cf75bdb5ef7505b8f041e16fed872a34ef66f11ef7,15954,8611,256
EU-DE-HV0,17,0x11,0x044000,0x048000,95913648190635dfac64d0602afb967015f0136df3856d75298fbe7be63fdc18,16058,12262,254
EU-DE-HV0,18,0x12,0x048000,0x04C000,3d114cafd97c61eb3afef0cd85bc5cf660980f583b2b2d6b4025254718ba8342,16182,8938,255
EU-DE-HV0,19,0x13,0x04C000,0x050000,da509283870c53ebbdeb782c1d79707cc54eb69bf78ae07a718a2e73b1fecdee,16057,16265,256
EU-DE-HV0,20,0x14,0x050000,0x054000,5913f4cd679af12469e6ec9691334d10c7bcad427c307dc1b2ed2a56ee1cc966,16223,10681,255
EU-DE-HV0,21,0x15,0x054000,0x058000,846cd488db0347194a397e2ba2397053056548aa4646d53376e74a8bf62f33f5,16257,10711,256
EU-DE-HV0,22,0x16,0x058000,0x05C000,72c92e9d5719e2875e44ebc4bcd5507b886034abc5f778b992b9ac87ea940475,16258,9551,256
EU-DE-HV0,23,0x17,0x05C000,0x060000,d6d390f9e1d045432b3a14c7fe33babca63a42f28188cbd9bf037e04ee89a910,16197,7781,254
EU-DE-HV0,24,0x18,0x060000,0x064000,daaf6e86fd311adad6eb6ce7fe0803f278cf89d5c882416bf1f0af7553a5df0d,16201,9352,255
EU-DE-HV0,25,0x19,0x064000,0x068000,e2811664af64bb023c97f2f17414b0a4edfbffaeed36c03ceed54844a8ad9e10,14793,14853,255
EU-DE-HV0,26,0x1A,0x068000,0x06C000,90580c9c93203c70d362c9b1c2dafa98e7937e2f34257092bb5d002ad14ebdf7,15090,15342,256
EU-DE-HV0,27,0x1B,0x06C000,0x070000,467f81554dc60b70c05127425e915d4f727b303ea88caa4e988b7dbfaeb4dc8e,14574,14964,255
EU-DE-HV0,28,0x1C,0x070000,0x074000,c0236722503355025edf905f04f50c85db4cfcc79342035e581e64881216b6ff,16034,12895,256
EU-DE-HV0,29,0x1D,0x074000,0x078000,f8595fa477882a0f98b475b367f22f821762bac041d2ed3f0e70f76a6898a86a,16180,10294,255
