file,family,bank_hex,bank_dec,rom_offset_start,layout_label,sha1,entropy_bits_per_byte,unique_bytes,zero_pct,ff_pct,longest_00_run,longest_ff_run,longest_uniform_run,longest_uniform_value,pointer_like_word_pct,western_textcode_pct
Pocket Monsters Eun (Korea).gbc,KR,00,0,0x000000,ROM0: vectors/header/home,59f72dba5fad85ee31c3d0c419d0e25d619d7e26,7.022574,256,4.1626,0.708,158,3,158,0x00,12.8418,34.259
Pocket Monsters Eun (Korea).gbc,KR,01,1,0x004000,bank1,ba4b431fdd955dcdb737d67dcf37345efdc19241,5.978297,256,25.7629,0.5615,2578,3,2578,0x00,15.0269,19.7937
Pocket Monsters Eun (Korea).gbc,KR,02,2,0x008000,bank2,1369015e017c5372c4b3138c4161b674167c51ab,6.586492,255,17.5171,3.656,1014,6,1014,0x00,18.9697,25.7141
Pocket Monsters Eun (Korea).gbc,KR,03,3,0x00C000,bank3,0165fd7eef42cb9726fcb3adcc1e1a38f1c81c65,6.831274,256,11.7004,0.4578,1538,2,1538,0x00,18.6035,29.0466
Pocket Monsters Eun (Korea).gbc,KR,04,4,0x010000,bank4,76abcb943f7a92ce63ff5f61ceb419f55368c973,6.848466,256,9.0027,4.0833,802,25,802,0x00,16.1987,32.0862
Pocket Monsters Eun (Korea).gbc,KR,05,5,0x014000,bank5,6ca51cdc06bd751e9cdd95d41a454bd14ece82dc,6.624622,256,16.1804,1.9104,2120,10,2120,0x00,16.9189,24.9512
Pocket Monsters Eun (Korea).gbc,KR,06,6,0x018000,Tileset Data 1,efbe01666cb20748c4d3686068320a001156c6e7,6.135469,255,14.8621,1.8921,1296,16,1296,0x00,18.1885,17.9749
Pocket Monsters Eun (Korea).gbc,KR,07,7,0x01C000,Roofs / Tileset Data 2 / Extra Songs 1,0ba71d034c808e602fc23c7de4f46a9d7af2f553,6.566004,256,9.967,5.3284,257,96,257,0x00,12.3047,30.4688
Pocket Monsters Eun (Korea).gbc,KR,08,8,0x020000,Clock Reset / Tileset Data 3 / Catch Tutorial / Egg Moves,13d52e5556da9b93b707c72885eb1ae3261505e9,6.552928,256,13.3545,7.4219,445,496,496,0xFF,16.1621,28.7659
Pocket Monsters Eun (Korea).gbc,KR,09,9,0x024000,bank9,92cc70d7ec603ec0c97c31072ef13c3ba3435f1e,6.95019,256,10.9802,2.2156,951,5,951,0x00,14.856,29.5654
Pocket Monsters Eun (Korea).gbc,KR,0A,10,0x028000,bankA,a9910702362027ff55f871bcbf2a9beee853872b,7.063075,254,3.3875,0.6714,56,2,56,0x00,15.0391,24.8291
Pocket Monsters Eun (Korea).gbc,KR,0B,11,0x02C000,bankB,72d3e510864499282c45d1e21098c58728f035b5,1.712896,235,84.3689,0.0427,13760,2,13760,0x00,2.9419,4.6326
Pocket Monsters Eun (Korea).gbc,KR,0C,12,0x030000,Tileset Data 4,dcf5777c6f8295847a8ff24f2512aa4376d83152,6.468876,256,13.6597,4.8096,639,32,639,0x00,11.9141,27.9297
Pocket Monsters Eun (Korea).gbc,KR,0D,13,0x034000,Effect Commands,94b7e44d0b87e230857915b8af97b5170eb5b93a,6.878997,256,1.4709,0.5737,106,2,106,0x00,16.4551,32.3364
Pocket Monsters Eun (Korea).gbc,KR,0E,14,0x038000,Enemy Trainers,675013824c9a4433d0a374e83850fe658e15ddc5,6.447283,256,20.7275,3.186,2755,1,2755,0x00,17.1509,24.1455
Pocket Monsters Eun (Korea).gbc,KR,0F,15,0x03C000,Battle Core,aeb20d8513574bb40c2ae949665a41c8ad695637,7.034838,255,3.4668,0.5798,263,2,263,0x00,14.2822,33.7097
Pocket Monsters Eun (Korea).gbc,KR,10,16,0x040000,bank10 / Evolutions and Attacks,6a91efbd1a02e915248b98955c5fd3814249aba0,6.802622,256,15.4053,2.0874,1401,2,1401,0x00,14.1479,23.7732
Pocket Monsters Eun (Korea).gbc,KR,11,17,0x044000,bank11,0541b17fa77137964580ad0f491fd31e1c80288e,1.741029,243,84.5032,0.0427,13741,1,13741,0x00,3.2227,5.072
Pocket Monsters Eun (Korea).gbc,KR,12,18,0x048000,Pic Pointers / Pics 1,b39c216d4498a7ad792bff8bff062b8dc47d3284,7.258782,256,3.8086,5.0476,2,6,6,0xFF,17.9565,39.27
Pocket Monsters Eun (Korea).gbc,KR,13,19,0x04C000,(continuation / data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,14,20,0x050000,bank14 / Egg Pic,5da6817fe4b00b7b5fb8cc2781ea61c04049ca53,6.60114,256,19.3176,0.5798,1047,8,1047,0x00,21.1914,24.1699
Pocket Monsters Eun (Korea).gbc,KR,15,21,0x054000,Pics 2,e0bb62db34e1aeae7badbcff2f3614913d5ee470,7.052608,255,4.3152,5.4626,9,2,9,0x00,16.6016,41.571
Pocket Monsters Eun (Korea).gbc,KR,16,22,0x058000,Pics 3,f358f5fe7c3cbbada5baa27f3a2e2fc8b875aebc,6.996369,256,4.5776,5.957,2,2,4,0x01,15.686,41.3513
Pocket Monsters Eun (Korea).gbc,KR,17,23,0x05C000,Pics 4,fb125f682cfbe8c6cc76c081de7c31b0988ac389,6.981373,256,5.0537,5.5847,2,2,6,0x80,16.2598,40.271
Pocket Monsters Eun (Korea).gbc,KR,18,24,0x060000,Pics 5,177aad8f74c6744c859a816cd7478b81c17b5ecd,6.917953,256,5.365,6.3965,25,3,25,0x00,16.4307,40.8936
Pocket Monsters Eun (Korea).gbc,KR,19,25,0x064000,Pics 6,ea283f0e547e70a426b135642d5d2a5030d0b335,6.897897,256,5.4199,6.3049,30,3,30,0x00,15.686,41.4734
Pocket Monsters Eun (Korea).gbc,KR,1A,26,0x068000,Pics 7,d287a53b1422ec9afec9943f91ed5963a81afe4f,6.905994,256,5.0232,5.835,3,5,5,0xFF,16.0767,39.8621
Pocket Monsters Eun (Korea).gbc,KR,1B,27,0x06C000,Pics 8,fb5b86f0b3b14a5a61ab8e78a5d489500cd7707d,6.932647,256,4.8462,6.25,3,2,4,0x01,16.9922,41.4062
Pocket Monsters Eun (Korea).gbc,KR,1C,28,0x070000,Pics 9,00381a509e72100613e935ea2c0f95172cf5fa38,6.929663,256,5.0171,5.957,4,3,4,0x01,16.5894,40.4968
Pocket Monsters Eun (Korea).gbc,KR,1D,29,0x074000,Pics 10,36d884497b649d0cae9ae1b963401d41481136c2,6.879891,256,4.9683,5.6458,4,2,6,0x80,16.2231,38.4338
Pocket Monsters Eun (Korea).gbc,KR,1E,30,0x078000,Pics 11,34ec88572889a4b372258f83ab55c267110da907,6.802107,256,5.6519,6.5613,2,3,4,0x01,15.9302,41.1438
Pocket Monsters Eun (Korea).gbc,KR,1F,31,0x07C000,Unown Pic Pointers / Pics 12,5ec81487f93904cac580539a588bffed16ef177c,7.081007,256,4.071,5.4138,2,3,4,0x80,16.5649,41.04
Pocket Monsters Eun (Korea).gbc,KR,20,32,0x080000,Trainer Pic Pointers / Pics 13,620a42843373f5577cc7cde11de75da2fa865c4c,7.042478,256,4.071,5.5359,2,2,4,0x80,16.0889,41.1438
Pocket Monsters Eun (Korea).gbc,KR,21,33,0x084000,bank21 / Credits,b5f1241e49f83a9bceb318013d3ea8b02ca59877,6.688173,256,12.2864,7.8369,97,3,97,0x00,14.3921,38.1897
Pocket Monsters Eun (Korea).gbc,KR,22,34,0x088000,(continuation / data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,23,35,0x08C000,bank23,83b95970a0fa4ac894888d973b63ea17bb5bf3e7,6.751937,256,14.2639,1.4648,479,19,479,0x00,15.9912,28.5095
Pocket Monsters Eun (Korea).gbc,KR,24,36,0x090000,bank24,9ae7e1ea582565c6e449b2b5e0913084b41ecc7b,7.048437,256,6.7383,1.5076,502,8,502,0x00,19.8853,26.9653
Pocket Monsters Eun (Korea).gbc,KR,25,37,0x094000,Maps / Events,142c349d7d47457815caa6c6386556afda35178a,6.87514,256,9.2712,0.2197,601,2,601,0x00,28.7231,17.1143
Pocket Monsters Eun (Korea).gbc,KR,26,38,0x098000,Title Screen,1040c3433fd6aa1d09d819d78bffa2fe2887e2f3,1.190777,181,88.4949,2.3682,14215,2,14215,0x00,2.0996,6.4636
Pocket Monsters Eun (Korea).gbc,KR,27,39,0x09C000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,28,40,0x0A0000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,29,41,0x0A4000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,2A,42,0x0A8000,Map Blocks 1,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,5.808409,128,0.5188,0.0,85,0,85,0x00,33.3496,6.5674
Pocket Monsters Eun (Korea).gbc,KR,2B,43,0x0AC000,Map Blocks 2,d97affd16f8ca09b887a4d4824870aaddf6c5691,5.739061,124,1.0132,0.0,166,0,166,0x00,9.1309,3.1128
Pocket Monsters Eun (Korea).gbc,KR,2C,44,0x0B0000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,2D,45,0x0B4000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,2E,46,0x0B8000,Pics 14 / bank2E,340250774ba76d06318b0c90a9a7486ef23b809b,6.136849,256,24.0479,3.3081,2018,8,2018,0x00,14.0259,29.0039
Pocket Monsters Eun (Korea).gbc,KR,2F,47,0x0BC000,(data),897256b6709e1a4da9daba92b6bde39ccfccd8c1,-0.0,1,100.0,0.0,16384,0,16384,0x00,0.0,0.0
Pocket Monsters Eun (Korea).gbc,KR,30,48,0x0C0000,Sprites 1,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,6.082367,209,4.5654,0.8972,64,8,64,0x00,11.9751,42.9016
Pocket Monsters Eun (Korea).gbc,KR,31,49,0x0C4000,Sprites 2 / bank31,7151e79186cc7337d12a438602c41b78f8f5ccd5,5.923318,256,18.4265,1.0254,802,3,802,0x00,12.5488,37.738
