bank,offset_hex,size_bytes,sha1,crc32
0,0x000000,16384,e9a0092f2d7c009d091d7b83e187ac8f6b5a0e44,888DCB2B
1,0x004000,16384,2391a968e51162079d4c40562498425995ee2d77,2E873B8A
2,0x008000,16384,d91c3c019e0c4dd9a0843953f375ecc3ed2b98b1,9C3F3ECF
3,0x00C000,16384,68d988d8b585a6d4d7c895ef850fe07333bf49c3,1DE9B0D4
4,0x010000,16384,9afc3521d193574474b90181f48eeecd8b6241ee,0A475B2D
5,0x014000,16384,9d3e2a422ecc369eab7aba811822926a24959c10,1B4E7B0F
6,0x018000,16384,a0428b5f66ba79dbd37179091271217dbde15e89,917E1604
7,0x01C000,16384,9bd59c254381a9acf8b9dbbdb6b78bd07d91597b,B42E1875
8,0x020000,16384,7c07246cc287dea5074305f4147bc82f7a0fce74,1181E68C
9,0x024000,16384,99472c85a44acade2fcc56bcc4226dcff559a958,065FBA58
10,0x028000,16384,898f15efdec3a46ac4670130cb078d3236e57843,9BFB3DFD
11,0x02C000,16384,0cecb4db9cd0ffeaea5b7de4ff708a521fb0f980,739855AB
12,0x030000,16384,dcf5777c6f8295847a8ff24f2512aa4376d83152,1053FA0F
13,0x034000,16384,a5c007fd1fa59324689c80f374df811587b9f9c5,A8048802
14,0x038000,16384,d92aaf884c0ead3f221fa7e6d1ce3e00e868b9c8,E010FA63
15,0x03C000,16384,6b57657b5f40ecf7d253fc140ffb9ae74408a131,ECA725EC
16,0x040000,16384,0878247d16f8a347cdf5a839fa2c8db60204a6b5,FF526D4F
17,0x044000,16384,82b00701608bb60b8088f86fd1d6f474384f48f2,3FDE7620
18,0x048000,16384,450b61d85425b333788c012549308bf87907fd15,87C2E26B
19,0x04C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
20,0x050000,16384,ad539288738bd2708dd08f48633bac6abec8e233,6C7F7EB9
21,0x054000,16384,ee6e486a033daebeb3117079a6be90e67a3dce0e,72F1722B
22,0x058000,16384,b68c3b267b4b0479714484bf01ed16f9cf0d0fab,36B5CDF8
23,0x05C000,16384,9e84eca2affd15fcb5eb49d6e7b64b07fddbc130,0EA96B2C
24,0x060000,16384,2d70a5fac7fcfc6ba8214a6a2bdb0be87de04501,760BE7D3
25,0x064000,16384,d43e74a33aa9894a86d866aee1ac2d7ae5c262e7,937D993B
26,0x068000,16384,ae989d2fc912108cb751045225c85f9f3c089481,342BFCA8
27,0x06C000,16384,3ddcb39724892fe67a6ec20bdade48ddebfac907,BACF2FF1
28,0x070000,16384,c10c9a85d646945f0430a1f03d15913c35ce934c,8081CD18
29,0x074000,16384,1cc0151417bae5170e3dd12626e4b4086060c84c,27169053
30,0x078000,16384,bf6b1fb6c181276a88248e5192a1134e15acae45,67F712BB
31,0x07C000,16384,191b765e9c2d9966958ee6facdcaae5bc5203404,078799DD
32,0x080000,16384,7b3d0b4b3e29e310735d531bb05f4ca77825ef7d,E5C16732
33,0x084000,16384,6de70aa504fc026c02210cd80521d5cb42d8a35e,A08A33C7
34,0x088000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
35,0x08C000,16384,e75293ca40e2f3d9296febe33338526781cdc571,38995849
