bank,offset_hex,size_bytes,sha1,crc32
0,0x000000,16384,1839fba274284abe5ab3da6c750d71945e4a29b0,51904D3E
1,0x004000,16384,782cb365bf42980902c100049fab677900f3bbc7,AD196C24
2,0x008000,16384,0fc2d46080f684d1f4aeb1356a9be45759537b20,28D30063
3,0x00C000,16384,bbd77cf4a5eae935c12ad042ffc59570454ac7af,472F6D09
4,0x010000,16384,3297ffb03170588aadee4f1f46df603e6385ca5e,099ACAF0
5,0x014000,16384,53826b6d9281f982b77b631a0b496199e43c41e3,7BE74E50
6,0x018000,16384,0e4fb18f6bba92b8c372b6a797ad5ea42dd97134,2156203A
7,0x01C000,16384,62d925266606bfafba5c17966f9ec3f2e92a031f,DC15CBB4
8,0x020000,16384,29559409b54fe9d30b265b5dcdd4d85581f05ddd,E895B20B
9,0x024000,16384,7b8421cdb080a2285a1458963b6ef90d52f4e2e9,20B07519
10,0x028000,16384,f16823046513fdca84d5697c36ea8c18151fd838,2F4DAE67
11,0x02C000,16384,80fef41f83ed91c8266d8a5e5217d27f3574da64,1BA105FA
12,0x030000,16384,dcf5777c6f8295847a8ff24f2512aa4376d83152,1053FA0F
13,0x034000,16384,7421b896da587076ab6b2e871734a1fcfb1c3bd8,E93D90CE
14,0x038000,16384,6adeaa3884629a4cadaed1c0364e356c11b1fe81,620D50F1
15,0x03C000,16384,20d59ff276569e68f7b505ba94a62442e7ffd126,C941197F
16,0x040000,16384,f800405e69ab67586ed05bb1000099e9a6dce75b,AA9DD8CB
17,0x044000,16384,80a6ad2a1df9b9f2e6a68ff0042dc17ac43edbd7,1D58595E
18,0x048000,16384,450b61d85425b333788c012549308bf87907fd15,87C2E26B
19,0x04C000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
20,0x050000,16384,dac66a4b1dc7f5f8148114ee4443e0a64f463551,737A5535
21,0x054000,16384,ee6e486a033daebeb3117079a6be90e67a3dce0e,72F1722B
22,0x058000,16384,b68c3b267b4b0479714484bf01ed16f9cf0d0fab,36B5CDF8
23,0x05C000,16384,9e84eca2affd15fcb5eb49d6e7b64b07fddbc130,0EA96B2C
24,0x060000,16384,2d70a5fac7fcfc6ba8214a6a2bdb0be87de04501,760BE7D3
25,0x064000,16384,d43e74a33aa9894a86d866aee1ac2d7ae5c262e7,937D993B
26,0x068000,16384,ae989d2fc912108cb751045225c85f9f3c089481,342BFCA8
27,0x06C000,16384,3ddcb39724892fe67a6ec20bdade48ddebfac907,BACF2FF1
28,0x070000,16384,c10c9a85d646945f0430a1f03d15913c35ce934c,8081CD18
29,0x074000,16384,1cc0151417bae5170e3dd12626e4b4086060c84c,27169053
30,0x078000,16384,bf6b1fb6c181276a88248e5192a1134e15acae45,67F712BB
31,0x07C000,16384,191b765e9c2d9966958ee6facdcaae5bc5203404,078799DD
32,0x080000,16384,7b3d0b4b3e29e310735d531bb05f4ca77825ef7d,E5C16732
33,0x084000,16384,30fc210d911c80a00d55b8078bebc8e208847e24,15B9C7E2
34,0x088000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
35,0x08C000,16384,6d147b14f299ccd934811c0b579f160e22921eca,461A4AB6
36,0x090000,16384,23d7ad89f3437826653109078afbbf319d5cab7c,8745D56C
37,0x094000,16384,7abb42eca98a72fdc0dea2ffb161fb35eb960068,1DC70DE9
38,0x098000,16384,848c51250233baff321bb8c83305d4114461acdc,097DBED6
39,0x09C000,16384,fbd2773270c5c536fef6114df3cfc703c3b2a6d1,0A09BDBE
40,0x0A0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
41,0x0A4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
42,0x0A8000,16384,ab92aa28bb7fa3a0daf96b184a25270814eeedd6,0EB784D9
43,0x0AC000,16384,0b18ffd50dd2d67d531be687004fcd1985fba5ae,2FB4BA4D
44,0x0B0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
45,0x0B4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
46,0x0B8000,16384,f862e1a6de11b008d94d09182e3df4c998b7da82,0DEB7ED1
47,0x0BC000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
48,0x0C0000,16384,8655cd6b958c5d53da5dc7aed0aae9e6eb09b731,771DD961
49,0x0C4000,16384,95cbcd353bcf93a835f81bbd6db97aaa8162b9c2,23D28C38
50,0x0C8000,16384,9eb8f3c0a8aa2c2402855aff1f10e8cad01a227e,D825C0CB
51,0x0CC000,16384,10b508752cd61e4b387647dc43b9d89c13e1fe1c,FAA58539
52,0x0D0000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
53,0x0D4000,16384,897256b6709e1a4da9daba92b6bde39ccfccd8c1,AB54D286
54,0x0D8000,16384,416067978de654dedea06a43048af9e51b138a29,AB172182
55,0x0DC000,16384,fd4efbe19c7c2b8f26537b555877b535c64b3dda,87ABF54B
56,0x0E0000,16384,889e5569090a22dcea6394516d7e79680ff558c5,B7DE4946
57,0x0E4000,16384,85455043bf024199255b325c90056e405101e33d,AFE1FAD4
58,0x0E8000,16384,cfcab483f76684b67181382786c5548a208963e1,E9212132
59,0x0EC000,16384,0817a94053fbd6b83cd3640b2286817814f3346c,48423B9D
60,0x0F0000,16384,5d36c19cdbe4ed8014d67d2a43e981ac5f7ab136,3352378E
61,0x0F4000,16384,bd5b998ef17a222cf209971ec62df27223e0607f,6F12B5A5
62,0x0F8000,16384,e8527d67af40caa87d55d50db60c95fbd8ae234d,7218847C
63,0x0FC000,16384,632ba87a717670890913baa279d759eb0cd64dde,E814053F
64,0x100000,16384,120cf8ddba92853aeea8af0a0cacc0ba3bc13751,FABC0D57
65,0x104000,16384,abc91cdef7d864c77ebf4a77deb2ea27e225bf47,2DE2B54D
66,0x108000,16384,148cde1d319e4969efb0c33f30d0f60e8fd09b27,AC250E7F
67,0x10C000,16384,4347ef7b756f9971bc4298cbcc5bd7c876b42b74,B1E029F3
68,0x110000,16384,755a9a8c83a9fd25acec827f0dc9a850e82331e1,59712AC7
69,0x114000,16384,4abdccd0753c37199572a8302ae682e02e67d818,3099966E
70,0x118000,16384,da810c5eb4e9a7b73313dc97b3cc5db96789bdaf,A991DABD
71,0x11C000,16384,ba51e0ea39a69955f8ca079d3fa2db3019712d4d,1A30B9C3
72,0x120000,16384,85a2b6cd6cf710fe00f5cd0599ddc5f83023cb4c,5F672880
73,0x124000,16384,969c1a4b90ff94ca0a59c84014856bef6ca9aaf0,F18E6168
74,0x128000,16384,3f7c4dcc2324d36744c3a172887a61fa929158e7,15F9B266
75,0x12C000,16384,219585f437448a506e07cf29934903118b561eaa,0644BB89
76,0x130000,16384,7efdaa86814e69fa881882706dd12091cf9befcb,DD0BE99D
77,0x134000,16384,176764bd5471b5cc0ac09a5672d67a55491b8599,38609622
78,0x138000,16384,7231a85ff48ee924fe05023e1f6af1be66dc2b57,4C0E1E84
79,0x13C000,16384,8a1d513669f0a3dcd6c45dc302a2712f77502fc5,476F1EAC
80,0x140000,16384,1de28e8350dfd290389f448ce2b5a75f9db21d62,2A02AFF3
81,0x144000,16384,9586f813a4470e805f8dc8a72b17739e9119138e,C9E4F5DC
82,0x148000,16384,52d5adb990216645b285260d98046026086f017b,1D869A81
83,0x14C000,16384,3c2a7798f9405b3a27a82f6671b71d4b121bb5d1,EC096E1F
84,0x150000,16384,ffa6f2c2f043c9b25f2881513092a11476b72446,5A2F0A3A
