bank_hex,bank_index,offset_start_hex,size_bytes,sha256
00,0,0x000000,16384,27be257a567bcc02b379cf396124dacaeff214af80832933dc0a5d0898c1be0b
01,1,0x004000,16384,51c2a9de8cf84348dd6e3fbac386e6326dd3c2c92ec0e8c2fe0ddf3474d23b09
02,2,0x008000,16384,3e4e2a83ac9c73129c1ec80cbe85f55d9dc987cc25d089990889e3a643877c22
03,3,0x00C000,16384,b14815f88366bf0328ede449604be14248b0001835eee6d4a8c8eba0884bd05d
04,4,0x010000,16384,99d00633b88db5a23fe3efba71e1f63785def4b87fc02c537c1f1cca64f7a49f
05,5,0x014000,16384,cdf20cf0ef2f866361335025331b186c90772e81e74d400867c3058eb5a5d088
06,6,0x018000,16384,a738b869641c3f8f65ea8e5955646520e986692dead227478796928eaec74e74
07,7,0x01C000,16384,a5eeea75ceace9f380fae100a5c283d037ec9b650b6761fccc3ad79397d0b36b
08,8,0x020000,16384,82496144c5d0af43a33899844a888c0e29b0e1d26b95bae9b6c70fbdc5711c14
09,9,0x024000,16384,7ab7149a2caef7962b7a46c9c496f13a5255e07c7a2306bc716b3d2b25669125
0A,10,0x028000,16384,065d8c93dcfb35553881b9c64fbad13df5e100cd3ea16cb665db1921f5a03873
0B,11,0x02C000,16384,d250e138dd781d86d98df723404b3cda3c29d5b5e3d9c95af377fe5b368b3876
0C,12,0x030000,16384,a22dd0b839a1b26e85c6e53a9fec54b54a4ca0fbacb226fa127359a263736d47
0D,13,0x034000,16384,c4d0212c710400d39683e1f1e9a3da617227eb570b55c4e7132bdaec9ed12f6b
0E,14,0x038000,16384,b00468260ea62180a021dd506e04e9e1fc7c4a0a6586995bd9a128b67199cc48
0F,15,0x03C000,16384,e83cae6e6e63df49b0439747dbd3167e7ce91e0ce50515364b74a8b90b7c0de4
10,16,0x040000,16384,9ad415eac3ef9a2684cf92d952410becd30892fe94fefc084f3e802d264a3000
11,17,0x044000,16384,d591075eeb35178f8f8586654138158797be3b6faebc087794978b904c6a6a51
