bank_hex,bank_index,offset_start_hex,size_bytes,sha256
00,0,0x000000,16384,9ab9912c96e422864a3de70459580c556b72f3f42affcef64a3a3b22f99bacb0
01,1,0x004000,16384,13ab2efdae232923df7f112f485923bbbeab548e3cd5101a7be56a6985758cdd
02,2,0x008000,16384,738732a785122d21a3171e3049432ab316f5c81efe0c50c23a4873634bbdd0ae
03,3,0x00C000,16384,05092bfaf091331c7683f5d4c01d3211fef65d946106d29c21b64c0018690bb7
04,4,0x010000,16384,f1b193e05d351b5d9a442e36aaf0484a1d9b349d5c073fafacc1d07054ae0051
05,5,0x014000,16384,755be7425e0658115d69bdfd63669a7eabbd7fe6110041db2cb77236145ba744
06,6,0x018000,16384,5700c5ecee7d99cb9f82f5219512d88d2800ea4510fda27d40139535a79897c8
07,7,0x01C000,16384,3ff01f0be31579d1c7369e057880fbfe0d0bc7af3bfab93e22762d662f9a3be5
08,8,0x020000,16384,f2fb50323c647a7be1ae6d154772b925f09f01f63b3dbdf0f3135542a7d9d8b8
09,9,0x024000,16384,8242b150fc8a53183d65e2786b5108a9170edaa3765d4b7511fcdf4cdbb1ef92
0A,10,0x028000,16384,ee88305cb2251f1ea36dfc0f019db784d9b90c7c8d9144e42a0dd93bace29e92
0B,11,0x02C000,16384,9d1a761dd682d7696e7c0d1a620f70a08006d6035fb7c77b21977474920efcf9
0C,12,0x030000,16384,a22dd0b839a1b26e85c6e53a9fec54b54a4ca0fbacb226fa127359a263736d47
0D,13,0x034000,16384,7c36d5d13bc52a70bca0b1882196389f19f617c36ec16bd9ca6ea4b73caa2651
0E,14,0x038000,16384,d71a1e09d9cd038428dd55e2beca350a8149caef05488695b8f72640ecb71942
0F,15,0x03C000,16384,cf6b891cb0b48bd49c7a6d54027be9594d178e5b4f1d60637fe7d38662c1ac94
10,16,0x040000,16384,27f9208987e5dc61dbc062bc96858d2639fa822836cb74e75eec1f3f4b834917
11,17,0x044000,16384,f9c1118d4c234e3e0b7e612c469f763fe36de0fc2d7eb79a6c37874e82646840
12,18,0x048000,16384,cbaae0de4e4a18341c857b07e72194a4e98316578dea2e25b316fae14d41222d
13,19,0x04C000,16384,451dcf6ab45ef4a8708d5d30aa236c748070480bf532df85e769363df97994d6
14,20,0x050000,16384,aefc41c2e5ff3ba6363785c4293a05fa561ee2219b4e092eab234217a6cc703b
15,21,0x054000,16384,9108dcfd4958b7b68441670e10e74da1e166065bb91da886aefae728ce1ce282
16,22,0x058000,16384,b7978ff71510d1afefb482feb869280db0f00ede2d7a348d08dd1928b90f1dce
17,23,0x05C000,16384,577f100ddd5ffa3c7d4aaad2c7ede5de7a98252f0f88638b9f6f07a91ad5dc2a
18,24,0x060000,16384,641b528ea6d96b5f871c4237f84534c9ba19ecdde6ce62be7e59fb4c1b79dce4
19,25,0x064000,16384,8db2673b75db5c5f0f8e45e042cf49575b93f42c6bee2adc7210c501e216153f
1A,26,0x068000,16384,920c2c35de4681aeb2baf9357c4445a3d586a0e96e60ebb2c91b41dbf7a1c04f
1B,27,0x06C000,16384,cc8d3b41a887297a6d4be066a234198c5bc6550e1ef4dbce0e364a10fa14dda7
1C,28,0x070000,16384,a1d4c8d59ed174f8e1b45324a8ce383cd8b2650242afe58667f2f170e78ecef4
1D,29,0x074000,16384,0816cf0ea559a230cbe4dfbe295f5a4bac3fc98cedcb642b5bd8f47f4559c15b
1E,30,0x078000,16384,dfab70a50319559681ed73c2d584ec1552fcc4ecbb52ee7943c10cb7400c1061
