target_id,family,function,runtime_address,size,sha256
FRA-AXPF-v1,ext,ResetSpriteData,0x0800087C,0x4C,a010a4104913a296eefd8fb51a144078a1a77be3d7608eaf309f36c714ad53cd
FRA-AXPF-v1,ext,AnimateSprites,0x080008C8,0x4C,2f832089f7c961f0bd5c1480d0d0265e2f07dbbafc759c0d1e2e1b8b0e24574c
FRA-AXPF-v1,ext,BuildOamBuffer,0x08000914,0x4C,fb782b9a13205fa779020d18681d6c5d73c4ef2cf5a418db6426805f3f02c06d
FRA-AXPF-v1,ext,UpdateOamCoords,0x08000960,0xC4,1dcc0b8f20918e43c24b7a43cd4819f95227ca86500ff5c026ad6209659cb890
FRA-AXPF-v1,ext,BuildSpritePriorities,0x08000A24,0x40,ab271bd197145138d5516070c850d1d024d652147ca99e642bb978e49c4e01b0
FRA-AXPF-v1,ext,SortSprites,0x08000A64,0x1C0,db735d747d990613b6c679be0bd1767fe75997ceb817df0ebbde322faeebda45
FRA-AXPF-v1,ext,CopyMatricesToOamBuffer,0x08000C24,0x54,70f751e2787c886fc07f80d7ab0d5c7c37688d289119c4cadfae145d2d49eee0
FRA-AXPF-v1,ext,AddSpritesToOamBuffer,0x08000C78,0x98,19418bc76576ab85d72e0520426f6eb3713e1f0fe500d2820c114dc49a3f5d52
FRA-AXPF-v1,ext,CreateSprite,0x08000D10,0x54,6900a077d75677549f48f6f9807206b6e83f7715b2d07c48ed17c24d051eee38
FRA-AXPF-v1,ext,CreateSpriteAtEnd,0x08000D64,0x6C,5006cd7466bd71c1d455c0a28ccd66c703e019c80ab7f2b75df5863d812eb18a
FRA-AXPF-v1,ext,CreateInvisibleSprite,0x08000DD0,0x48,6ab902c7699e088c49b79d652adf761a701c1e08947875346ffaab59ee45c6d3
FRA-AXPF-v1,ext,CreateSpriteAt,0x08000E18,0x158,1c52c388daa6902614a7467f480888958b0647de4bd4a4f466e2472c72182e18
FRA-AXPF-v1,ext,CreateSpriteAndAnimate,0x08000F70,0x94,6267d77319d16646e8a3168e93c897f82ef00e4617571c841ee3dbedc39c346a
FRA-AXPF-v1,ext,DestroySprite,0x08001004,0x68,3578d14729e0cbdeaf9e9a8f50fafcab5ec4047ced11c0268a4433b7ac7a1380
FRA-AXPF-v1,ext,ResetOamRange,0x0800106C,0x38,e29b032ccb288595e775463dab05c65958376a086e2a150998fc490fdb14249a
FRA-AXPF-v1,ext,LoadOam,0x080010A4,0x30,1c1d2e4a91101d8e7213719abc80f50d4b03d39d8a1c06e04acc1f343b0aaf45
FRA-AXPF-v1,ext,ClearSpriteCopyRequests,0x080010D4,0x40,6fdd58657a78be7803dda2fac9ec6beffe2e6164dd6d05764cbcd607c5d07085
FRA-AXPF-v1,ext,ResetOamMatrices,0x08001114,0x2C,16a835798c5f52ab300a54856f21ff2df919d053c1e171ff73501306658062e2
FRA-AXPF-v1,ext,SetOamMatrix,0x08001140,0x20,c89f7866b5fc1e818adedfd03d8acc555ea535c83d95c308d1210bf8e8322435
FRA-AXPF-v1,ext,ResetSprite,0x08001160,0x14,a0bb87e45ce1a7a9f0b7d7592fd98a12b48ba403753fcd90eb1aa2f4da62280b
FRA-AXPF-v1,ext,CalcCenterToCornerVec,0x08001174,0x44,8e2d0d86d904ebdb37fd1a1e6c91ee662ec2c3992da0cd6ce04867753f1436fc
