target_id,family,function,runtime_address,size,sha256
ITA-AXPI-v0,ext,ResetSpriteData,0x0800087C,0x4C,a010a4104913a296eefd8fb51a144078a1a77be3d7608eaf309f36c714ad53cd
ITA-AXPI-v0,ext,AnimateSprites,0x080008C8,0x4C,2e22f20fbe405c81b8c5b3d85f4f31942678fd41af60a3cc070c335f9aa2666e
ITA-AXPI-v0,ext,BuildOamBuffer,0x08000914,0x4C,fb782b9a13205fa779020d18681d6c5d73c4ef2cf5a418db6426805f3f02c06d
ITA-AXPI-v0,ext,UpdateOamCoords,0x08000960,0xC4,1dcc0b8f20918e43c24b7a43cd4819f95227ca86500ff5c026ad6209659cb890
ITA-AXPI-v0,ext,BuildSpritePriorities,0x08000A24,0x40,ab271bd197145138d5516070c850d1d024d652147ca99e642bb978e49c4e01b0
ITA-AXPI-v0,ext,SortSprites,0x08000A64,0x1C0,db735d747d990613b6c679be0bd1767fe75997ceb817df0ebbde322faeebda45
ITA-AXPI-v0,ext,CopyMatricesToOamBuffer,0x08000C24,0x54,70f751e2787c886fc07f80d7ab0d5c7c37688d289119c4cadfae145d2d49eee0
ITA-AXPI-v0,ext,AddSpritesToOamBuffer,0x08000C78,0x98,aba03ecae16f1663c9410b3e9ba918d2afe2a1dbe89bef7f7eb194df7b2f0689
ITA-AXPI-v0,ext,CreateSprite,0x08000D10,0x54,6900a077d75677549f48f6f9807206b6e83f7715b2d07c48ed17c24d051eee38
ITA-AXPI-v0,ext,CreateSpriteAtEnd,0x08000D64,0x6C,5006cd7466bd71c1d455c0a28ccd66c703e019c80ab7f2b75df5863d812eb18a
ITA-AXPI-v0,ext,CreateInvisibleSprite,0x08000DD0,0x48,a7cb87f6ab2bb26ae0018f0c303120c4d5439517aedd5b6531ef7a092c8491fd
ITA-AXPI-v0,ext,CreateSpriteAt,0x08000E18,0x158,1c52c388daa6902614a7467f480888958b0647de4bd4a4f466e2472c72182e18
ITA-AXPI-v0,ext,CreateSpriteAndAnimate,0x08000F70,0x94,bcb2da54ea866c831868f00f8e6ee33df7fdc422c0029bfb05181c758f461c6d
ITA-AXPI-v0,ext,DestroySprite,0x08001004,0x68,3578d14729e0cbdeaf9e9a8f50fafcab5ec4047ced11c0268a4433b7ac7a1380
ITA-AXPI-v0,ext,ResetOamRange,0x0800106C,0x38,14acdb8fa5fdd8049af43c5c52897cd5d71e59c2e0967fef44ed1490d606eda9
ITA-AXPI-v0,ext,LoadOam,0x080010A4,0x30,237dd169999b0a4c992ce4a44f23e70d572a233e45f18a773da35c7ffee77976
ITA-AXPI-v0,ext,ClearSpriteCopyRequests,0x080010D4,0x40,6fdd58657a78be7803dda2fac9ec6beffe2e6164dd6d05764cbcd607c5d07085
ITA-AXPI-v0,ext,ResetOamMatrices,0x08001114,0x2C,16a835798c5f52ab300a54856f21ff2df919d053c1e171ff73501306658062e2
ITA-AXPI-v0,ext,SetOamMatrix,0x08001140,0x20,c89f7866b5fc1e818adedfd03d8acc555ea535c83d95c308d1210bf8e8322435
ITA-AXPI-v0,ext,ResetSprite,0x08001160,0x14,3b9b96243cddf9460e123aaf653e67fcd46d7613fb7012bfc09015c5ca34f1a4
ITA-AXPI-v0,ext,CalcCenterToCornerVec,0x08001174,0x44,be60c5a62be798abee78b1dd685318f81dc67c5a273438e3755cec98477335e8
